question,answer,transition,concept,top,dis,dir
Is Byker south of Dorridge and Hockley Heath?,No,flip_place,1,0,0,1
Is Boston Castle south of Little Horton?,Yes,no_change,1,0,0,1
Is Little Horton south of Boston Castle?,No,flip_place,1,0,0,1
Is Maltby South Yorkshire south of Preston?,Yes,no_change,1,0,0,1
Is Preston south of Maltby South Yorkshire?,No,flip_place,1,0,0,1
Is Hipperholme and Lightcliffe south of Barnes?,Yes,no_change,1,0,0,1
Is Barnes south of Hipperholme and Lightcliffe?,No,flip_place,1,0,0,1
Is Bramhall North south of Old Moat?,Yes,no_change,1,0,0,1
Is Old Moat south of Bramhall North?,No,flip_place,1,0,0,1
Is Rothwell south of Burmantofts and Richmond Hill?,Yes,no_change,1,0,0,1
Is Rothwell north of Burmantofts and Richmond Hill?,No,replace_dir_token,1,0,0,1
Is Blackheath south of St. Gabriels?,Yes,no_change,1,0,0,1
Is St. Gabriels south of Blackheath?,No,flip_place,1,0,0,1
Is Heswall south of Birkenhead and Tranmere?,Yes,no_change,1,0,0,1
Is Birkenhead and Tranmere south of Heswall?,No,flip_place,1,0,0,1
Is Kingstanding south of Stainforth & Barnby Dun?,Yes,no_change,1,0,0,1
Is Kingstanding north of Stainforth & Barnby Dun?,No,replace_dir_token,1,0,0,1
Is Sherbourne Warwickshire south of Hebburn South?,Yes,no_change,1,0,0,1
Is Sherbourne Warwickshire north of Hebburn South?,No,replace_dir_token,1,0,0,1
Is Castle and Priory south of Washington Central?,Yes,no_change,1,0,0,1
Is Castle and Priory north of Washington Central?,No,replace_dir_token,1,0,0,1
Is Batley West south of Ryhope?,Yes,no_change,1,0,0,1
Is Batley West north of Ryhope?,No,replace_dir_token,1,0,0,1
Is Cleckheaton south of Clayton and Fairweather Green?,Yes,no_change,1,0,0,1
Is Clayton and Fairweather Green south of Cleckheaton?,No,flip_place,1,0,0,1
Is Lye and Stourbridge North south of Dewsbury West?,Yes,no_change,1,0,0,1
Is Lye and Stourbridge North north of Dewsbury West?,No,replace_dir_token,1,0,0,1
Is Lye and Stourbridge North south of Normanton West Yorkshire?,Yes,no_change,1,0,0,1
Is Normanton West Yorkshire south of Lye and Stourbridge North?,No,flip_place,1,0,0,1
Is Norden south of Preston?,Yes,no_change,1,0,0,1
Is Preston south of Norden?,No,flip_place,1,0,0,1
Is Wheatley Hills & Intake south of Hendon?,Yes,no_change,1,0,0,1
Is Wheatley Hills & Intake north of Hendon?,No,replace_dir_token,1,0,0,1
Is Bordesley Green south of Smithills?,Yes,no_change,1,0,0,1
Is Bordesley Green north of Smithills?,No,replace_dir_token,1,0,0,1
Is Quarry Bank and Dudley Wood south of Calverley and Farsley?,Yes,no_change,1,0,0,1
Is Quarry Bank and Dudley Wood north of Calverley and Farsley?,No,replace_dir_token,1,0,0,1
Is Weoley south of Prenton?,Yes,no_change,1,0,0,1
Is Weoley north of Prenton?,No,replace_dir_token,1,0,0,1
Is Pleck south of Whiteleas?,Yes,no_change,1,0,0,1
Is Pleck north of Whiteleas?,No,replace_dir_token,1,0,0,1
Is Saddleworth south of Luddendenfoot?,Yes,no_change,1,0,0,1
Is Luddendenfoot south of Saddleworth?,No,flip_place,1,0,0,1
Is Dorridge and Hockley Heath south of Derby?,Yes,no_change,1,0,0,1
Is Derby south of Dorridge and Hockley Heath?,No,flip_place,1,0,0,1
Is Merry Hill south of Birstall and Birkenshaw?,Yes,no_change,1,0,0,1
Is Birstall and Birkenshaw south of Merry Hill?,No,flip_place,1,0,0,1
Is Bradford south of Park?,Yes,no_change,1,0,0,1
Is Park south of Bradford?,No,flip_place,1,0,0,1
Is Graiseley south of Abram?,Yes,no_change,1,0,0,1
Is Graiseley north of Abram?,No,replace_dir_token,1,0,0,1
Is Golcar south of Chirton?,Yes,no_change,1,0,0,1
Is Golcar north of Chirton?,No,replace_dir_token,1,0,0,1
Is Friar Park south of Sitwell?,Yes,no_change,1,0,0,1
Is Friar Park north of Sitwell?,No,replace_dir_token,1,0,0,1
Is Spring Vale south of Hatfield?,Yes,no_change,1,0,0,1
Is Spring Vale north of Hatfield?,No,replace_dir_token,1,0,0,1
Is Todmorden south of Wardley and Leam Lane?,Yes,no_change,1,0,0,1
Is Wardley and Leam Lane south of Todmorden?,No,flip_place,1,0,0,1
Is Mosborough south of Chowdene?,Yes,no_change,1,0,0,1
Is Mosborough north of Chowdene?,No,replace_dir_token,1,0,0,1
Is Hyde Newton south of Redhill?,Yes,no_change,1,0,0,1
Is Redhill south of Hyde Newton?,No,flip_place,1,0,0,1
Is Walkden South south of Beacon and Bents?,Yes,no_change,1,0,0,1
Is Walkden South north of Beacon and Bents?,No,replace_dir_token,1,0,0,1
Is Newton south of Leigh South?,Yes,no_change,1,0,0,1
Is Newton north of Leigh South?,No,replace_dir_token,1,0,0,1
Is Kirkburton south of Dewsbury South?,Yes,no_change,1,0,0,1
Is Dewsbury South south of Kirkburton?,No,flip_place,1,0,0,1
Is Blakenhall south of Castleton?,Yes,no_change,1,0,0,1
Is Castleton south of Blakenhall?,No,flip_place,1,0,0,1
Is Washington Central south of Collingwood?,Yes,no_change,1,0,0,1
Is Collingwood south of Washington Central?,No,flip_place,1,0,0,1
Is West Ecclesfield south of Whickham South and Sunniside?,Yes,no_change,1,0,0,1
Is Whickham South and Sunniside south of West Ecclesfield?,No,flip_place,1,0,0,1
Is Cradley Heath and Old Hill south of Ordsall?,Yes,no_change,1,0,0,1
Is Ordsall south of Cradley Heath and Old Hill?,No,flip_place,1,0,0,1
Is Crookes & Crosspool south of Whiteleas?,Yes,no_change,1,0,0,1
Is Crookes & Crosspool north of Whiteleas?,No,replace_dir_token,1,0,0,1
Is Riverside south of Howdon?,Yes,no_change,1,0,0,1
Is Howdon south of Riverside?,No,flip_place,1,0,0,1
Is Orgreave South Yorkshire south of Hipperholme and Lightcliffe?,Yes,no_change,1,0,0,1
Is Orgreave South Yorkshire north of Hipperholme and Lightcliffe?,No,replace_dir_token,1,0,0,1
Is Didsbury West south of Wyke?,Yes,no_change,1,0,0,1
Is Didsbury West north of Wyke?,No,replace_dir_token,1,0,0,1
Is Bournville south of Shipley?,Yes,no_change,1,0,0,1
Is Shipley south of Bournville?,No,flip_place,1,0,0,1
Is Ettingshall south of Page Moss?,Yes,no_change,1,0,0,1
Is Ettingshall north of Page Moss?,No,replace_dir_token,1,0,0,1
Is Nechells south of Princes Park?,Yes,no_change,1,0,0,1
Is Nechells north of Princes Park?,No,replace_dir_token,1,0,0,1
Is Lye and Stourbridge North south of Graves Park?,Yes,no_change,1,0,0,1
Is Lye and Stourbridge North north of Graves Park?,No,replace_dir_token,1,0,0,1
Is Princes End south of Haydock?,Yes,no_change,1,0,0,1
Is Haydock south of Princes End?,No,flip_place,1,0,0,1
Is Kingswinford South south of North Middleton?,Yes,no_change,1,0,0,1
Is North Middleton south of Kingswinford South?,No,flip_place,1,0,0,1
Is Woodlands south of Rockingham?,Yes,no_change,1,0,0,1
Is Rockingham south of Woodlands?,No,flip_place,1,0,0,1
Is Upper Stoke south of Washington West?,Yes,no_change,1,0,0,1
Is Upper Stoke north of Washington West?,No,replace_dir_token,1,0,0,1
Is Darnall south of St. Helens?,Yes,no_change,1,0,0,1
Is Darnall north of St. Helens?,No,replace_dir_token,1,0,0,1
Is Winstanley south of Douglas?,Yes,no_change,1,0,0,1
Is Winstanley north of Douglas?,No,replace_dir_token,1,0,0,1
Is Knowle south of Valley?,Yes,no_change,1,0,0,1
Is Valley south of Knowle?,No,flip_place,1,0,0,1
Is Langley south of Sandhill?,Yes,no_change,1,0,0,1
Is Langley north of Sandhill?,No,replace_dir_token,1,0,0,1
Is East Park south of Stockbridge?,Yes,no_change,1,0,0,1
Is Stockbridge south of East Park?,No,flip_place,1,0,0,1
Is Ladywood south of Smallbridge and Firgrove?,Yes,no_change,1,0,0,1
Is Ladywood north of Smallbridge and Firgrove?,No,replace_dir_token,1,0,0,1
Is Lye and Stourbridge North south of Bushbury North?,Yes,no_change,1,0,0,1
Is Lye and Stourbridge North north of Bushbury North?,No,replace_dir_token,1,0,0,1
Is Offerton Park south of Dalton?,Yes,no_change,1,0,0,1
Is Dalton south of Offerton Park?,No,flip_place,1,0,0,1
Is Dorridge and Hockley Heath south of Atherleigh?,Yes,no_change,1,0,0,1
Is Dorridge and Hockley Heath north of Atherleigh?,No,replace_dir_token,1,0,0,1
Is Graiseley south of Woolton?,Yes,no_change,1,0,0,1
Is Graiseley north of Woolton?,No,replace_dir_token,1,0,0,1
Is Heckmondwike south of Wingrove?,Yes,no_change,1,0,0,1
Is Heckmondwike north of Wingrove?,No,replace_dir_token,1,0,0,1
Is Tettenhall Regis south of St. Mary's?,Yes,no_change,1,0,0,1
Is Tettenhall Regis north of St. Mary's?,No,replace_dir_token,1,0,0,1
Is Halesowen North south of Meols?,Yes,no_change,1,0,0,1
Is Halesowen North north of Meols?,No,replace_dir_token,1,0,0,1
Is Langley south of Beighton?,Yes,no_change,1,0,0,1
Is Langley north of Beighton?,No,replace_dir_token,1,0,0,1
Is Leasowe and Moreton East south of Horsley Hill?,Yes,no_change,1,0,0,1
Is Horsley Hill south of Leasowe and Moreton East?,No,flip_place,1,0,0,1
Is Pedmore and Stourbridge East south of Hazel Grove?,Yes,no_change,1,0,0,1
Is Hazel Grove south of Pedmore and Stourbridge East?,No,flip_place,1,0,0,1
Is Aston south of Orgreave South Yorkshire?,Yes,no_change,1,0,0,1
Is Orgreave South Yorkshire south of Aston?,No,flip_place,1,0,0,1
Is Gornal south of Waterhead?,Yes,no_change,1,0,0,1
Is Waterhead south of Gornal?,No,flip_place,1,0,0,1
Is Castle Bromwich south of Earlestown?,Yes,no_change,1,0,0,1
Is Earlestown south of Castle Bromwich?,No,flip_place,1,0,0,1
Is Bingley Rural south of Cullercoats?,Yes,no_change,1,0,0,1
Is Cullercoats south of Bingley Rural?,No,flip_place,1,0,0,1
Is Darton West south of Normanton West Yorkshire?,Yes,no_change,1,0,0,1
Is Darton West north of Normanton West Yorkshire?,No,replace_dir_token,1,0,0,1
Is Sparkbrook south of Boothstown and Ellenbrook?,Yes,no_change,1,0,0,1
Is Boothstown and Ellenbrook south of Sparkbrook?,No,flip_place,1,0,0,1
Is Sutton Four Oaks south of Westoe?,Yes,no_change,1,0,0,1
Is Westoe south of Sutton Four Oaks?,No,flip_place,1,0,0,1
Is Halesowen North south of Heath Town?,Yes,no_change,1,0,0,1
Is Heath Town south of Halesowen North?,No,flip_place,1,0,0,1
Is Norton south of Ardsley and Robin Hood?,Yes,no_change,1,0,0,1
Is Norton north of Ardsley and Robin Hood?,No,replace_dir_token,1,0,0,1
Is Wednesfield North south of Northwood?,Yes,no_change,1,0,0,1
Is Northwood south of Wednesfield North?,No,flip_place,1,0,0,1
Is Blythe south of Castle Bromwich?,Yes,no_change,1,0,0,1
Is Blythe north of Castle Bromwich?,No,replace_dir_token,1,0,0,1
Is Harpurhey south of Unsworth?,Yes,no_change,1,0,0,1
Is Harpurhey north of Unsworth?,No,replace_dir_token,1,0,0,1
Is Kingswinford South south of Reddish South?,Yes,no_change,1,0,0,1
Is Kingswinford South north of Reddish South?,No,replace_dir_token,1,0,0,1
Is Blakenhall south of Warbreck?,Yes,no_change,1,0,0,1
Is Blakenhall north of Warbreck?,No,replace_dir_token,1,0,0,1
Is Heatons South south of Bradshaw?,Yes,no_change,1,0,0,1
Is Bradshaw south of Heatons South?,No,flip_place,1,0,0,1
Is Ladywood south of Beauchief & Greenhill?,Yes,no_change,1,0,0,1
Is Ladywood north of Beauchief & Greenhill?,No,replace_dir_token,1,0,0,1
Is Halesowen North south of Douglas?,Yes,no_change,1,0,0,1
Is Halesowen North north of Douglas?,No,replace_dir_token,1,0,0,1
Is Upper Gornal and Woodsetton south of Howdon?,Yes,no_change,1,0,0,1
Is Upper Gornal and Woodsetton north of Howdon?,No,replace_dir_token,1,0,0,1
Is Woodlands south of Sprotbrough and Cusworth?,Yes,no_change,1,0,0,1
Is Sprotbrough and Cusworth south of Woodlands?,No,flip_place,1,0,0,1
Is Wombwell south of Wallsend?,Yes,no_change,1,0,0,1
Is Wombwell north of Wallsend?,No,replace_dir_token,1,0,0,1
Is Ashton upon Mersey south of Longbenton?,Yes,no_change,1,0,0,1
Is Ashton upon Mersey north of Longbenton?,No,replace_dir_token,1,0,0,1
Is Spring Vale south of Astley Village?,Yes,no_change,1,0,0,1
Is Astley Village south of Spring Vale?,No,flip_place,1,0,0,1
Is Hayley Green and Cradley South south of Shiney Row?,Yes,no_change,1,0,0,1
Is Shiney Row south of Hayley Green and Cradley South?,No,flip_place,1,0,0,1
Is Morley South south of Wharfedale?,Yes,no_change,1,0,0,1
Is Wharfedale south of Morley South?,No,flip_place,1,0,0,1
Is Sale Moor south of Baildon?,Yes,no_change,1,0,0,1
Is Baildon south of Sale Moor?,No,flip_place,1,0,0,1
Is Reddish South south of Felling?,Yes,no_change,1,0,0,1
Is Felling south of Reddish South?,No,flip_place,1,0,0,1
Is Brooklands south of Rumworth?,Yes,no_change,1,0,0,1
Is Brooklands north of Rumworth?,No,replace_dir_token,1,0,0,1
Is Southey south of Crosland Moor and Netherton?,Yes,no_change,1,0,0,1
Is Crosland Moor and Netherton south of Southey?,No,flip_place,1,0,0,1
Is Aldridge North and Walsall Wood south of Cullercoats?,Yes,no_change,1,0,0,1
Is Aldridge North and Walsall Wood north of Cullercoats?,No,replace_dir_token,1,0,0,1
Is Kingshurst and Fordbridge south of Washington South?,Yes,no_change,1,0,0,1
Is Kingshurst and Fordbridge north of Washington South?,No,replace_dir_token,1,0,0,1
Is Coldhurst south of Primrose?,Yes,no_change,1,0,0,1
Is Primrose south of Coldhurst?,No,flip_place,1,0,0,1
Is Rockingham south of Adel and Wharfedale?,Yes,no_change,1,0,0,1
Is Adel and Wharfedale south of Rockingham?,No,flip_place,1,0,0,1
Is Cheadle and Gatley south of Heatons South?,Yes,no_change,1,0,0,1
Is Heatons South south of Cheadle and Gatley?,No,flip_place,1,0,0,1
Is Ladywood south of Thatto Heath?,Yes,no_change,1,0,0,1
Is Thatto Heath south of Ladywood?,No,flip_place,1,0,0,1
Is West Ecclesfield south of Whickham North?,Yes,no_change,1,0,0,1
Is West Ecclesfield north of Whickham North?,No,replace_dir_token,1,0,0,1
Is Blythe south of Keighley?,Yes,no_change,1,0,0,1
Is Keighley south of Blythe?,No,flip_place,1,0,0,1
Is Longbridge south of Bramhall North?,Yes,no_change,1,0,0,1
Is Bramhall North south of Longbridge?,No,flip_place,1,0,0,1
Is Pelsall south of Everton?,Yes,no_change,1,0,0,1
Is Everton south of Pelsall?,No,flip_place,1,0,0,1
Is Stocksbridge & Upper Don south of Hipperholme and Lightcliffe?,Yes,no_change,1,0,0,1
Is Hipperholme and Lightcliffe south of Stocksbridge & Upper Don?,No,flip_place,1,0,0,1
Is Lowton East south of Leigh West?,Yes,no_change,1,0,0,1
Is Leigh West south of Lowton East?,No,flip_place,1,0,0,1
Is Longbridge south of Hyde Park and Woodhouse?,Yes,no_change,1,0,0,1
Is Longbridge north of Hyde Park and Woodhouse?,No,replace_dir_token,1,0,0,1
Is Kirkstall south of Dunston Hill and Whickham East?,Yes,no_change,1,0,0,1
Is Kirkstall north of Dunston Hill and Whickham East?,No,replace_dir_token,1,0,0,1
Is Pontefract South south of Whickham North?,Yes,no_change,1,0,0,1
Is Pontefract South north of Whickham North?,No,replace_dir_token,1,0,0,1
Is Ackworth North Elmsall and Upton south of Washington South?,Yes,no_change,1,0,0,1
Is Washington South south of Ackworth North Elmsall and Upton?,No,flip_place,1,0,0,1
Is Chadderton Central south of Royton North?,Yes,no_change,1,0,0,1
Is Royton North south of Chadderton Central?,No,flip_place,1,0,0,1
Is Halesowen South south of Hateley Heath?,Yes,no_change,1,0,0,1
Is Halesowen South north of Hateley Heath?,No,replace_dir_token,1,0,0,1
Is Failsworth West south of Moorside?,Yes,no_change,1,0,0,1
Is Moorside south of Failsworth West?,No,flip_place,1,0,0,1
Is South Elmsall and South Kirkby south of Fawdon?,Yes,no_change,1,0,0,1
Is South Elmsall and South Kirkby north of Fawdon?,No,replace_dir_token,1,0,0,1
Is Unsworth south of North Manor?,Yes,no_change,1,0,0,1
Is Unsworth north of North Manor?,No,replace_dir_token,1,0,0,1
Is Cheadle Hulme North south of Rusholme?,Yes,no_change,1,0,0,1
Is Cheadle Hulme North north of Rusholme?,No,replace_dir_token,1,0,0,1
Is Rock Ferry south of Pelaw and Heworth?,Yes,no_change,1,0,0,1
Is Rock Ferry north of Pelaw and Heworth?,No,replace_dir_token,1,0,0,1
Is Offerton Park south of Bingley Rural?,Yes,no_change,1,0,0,1
Is Bingley Rural south of Offerton Park?,No,flip_place,1,0,0,1
Is Aston south of Bridges?,Yes,no_change,1,0,0,1
Is Aston north of Bridges?,No,replace_dir_token,1,0,0,1
Is Beauchief & Greenhill south of Wrenthorpe and Outwood West?,Yes,no_change,1,0,0,1
Is Wrenthorpe and Outwood West south of Beauchief & Greenhill?,No,flip_place,1,0,0,1
Is Dorridge and Hockley Heath south of Oxton?,Yes,no_change,1,0,0,1
Is Oxton south of Dorridge and Hockley Heath?,No,flip_place,1,0,0,1
Is Netherton Woodside and St. Andrews south of Belle Vale?,Yes,no_change,1,0,0,1
Is Netherton Woodside and St. Andrews north of Belle Vale?,No,replace_dir_token,1,0,0,1
Is Ettingshall south of Bredbury and Woodley?,Yes,no_change,1,0,0,1
Is Ettingshall north of Bredbury and Woodley?,No,replace_dir_token,1,0,0,1
Is Washwood Heath south of Halewood North?,Yes,no_change,1,0,0,1
Is Halewood North south of Washwood Heath?,No,flip_place,1,0,0,1
Is Blythe south of Tonge with the Haulgh?,Yes,no_change,1,0,0,1
Is Blythe north of Tonge with the Haulgh?,No,replace_dir_token,1,0,0,1
Is Aston south of Kingstanding?,Yes,no_change,1,0,0,1
Is Aston north of Kingstanding?,No,replace_dir_token,1,0,0,1
Is Brownhills south of Sowerby Bridge?,Yes,no_change,1,0,0,1
Is Sowerby Bridge south of Brownhills?,No,flip_place,1,0,0,1
Is Droylsden West south of Doxford?,Yes,no_change,1,0,0,1
Is Doxford south of Droylsden West?,No,flip_place,1,0,0,1
Is Rushall-Shelfield south of Cheadle Hulme North?,Yes,no_change,1,0,0,1
Is Rushall-Shelfield north of Cheadle Hulme North?,No,replace_dir_token,1,0,0,1
Is Kings Norton south of Dinnington St. John's?,Yes,no_change,1,0,0,1
Is Kings Norton north of Dinnington St. John's?,No,replace_dir_token,1,0,0,1
Is Marple North south of Ashton Hurst?,Yes,no_change,1,0,0,1
Is Marple North north of Ashton Hurst?,No,replace_dir_token,1,0,0,1
Is Merry Hill south of Boston Castle?,Yes,no_change,1,0,0,1
Is Merry Hill north of Boston Castle?,No,replace_dir_token,1,0,0,1
Is Pelsall south of Low Fell?,Yes,no_change,1,0,0,1
Is Pelsall north of Low Fell?,No,replace_dir_token,1,0,0,1
Is Westhoughton North and Chew Moor south of Weetslade?,Yes,no_change,1,0,0,1
Is Westhoughton North and Chew Moor north of Weetslade?,No,replace_dir_token,1,0,0,1
Is Didsbury West south of Bingley Rural?,Yes,no_change,1,0,0,1
Is Didsbury West north of Bingley Rural?,No,replace_dir_token,1,0,0,1
Is Winton south of Guiseley and Rawdon?,Yes,no_change,1,0,0,1
Is Winton north of Guiseley and Rawdon?,No,replace_dir_token,1,0,0,1
Is Aldridge Central and South south of Clifford?,Yes,no_change,1,0,0,1
Is Clifford south of Aldridge Central and South?,No,flip_place,1,0,0,1
Is Dorridge and Hockley Heath south of Westhoughton North and Chew Moor?,Yes,no_change,1,0,0,1
Is Westhoughton North and Chew Moor south of Dorridge and Hockley Heath?,No,flip_place,1,0,0,1
Is Handsworth Wood south of Keighley?,Yes,no_change,1,0,0,1
Is Keighley south of Handsworth Wood?,No,flip_place,1,0,0,1
Is Wednesfield South south of Biddick and All Saints?,Yes,no_change,1,0,0,1
Is Biddick and All Saints south of Wednesfield South?,No,flip_place,1,0,0,1
Is Quinton south of Ryhope?,Yes,no_change,1,0,0,1
Is Ryhope south of Quinton?,No,flip_place,1,0,0,1
Is Bede south of Monkseaton South?,Yes,no_change,1,0,0,1
Is Bede north of Monkseaton South?,No,replace_dir_token,1,0,0,1
Is Baguley south of Headingley?,Yes,no_change,1,0,0,1
Is Headingley south of Baguley?,No,flip_place,1,0,0,1
Is Bowling and Barkerend south of Winlaton and High Spen?,Yes,no_change,1,0,0,1
Is Winlaton and High Spen south of Bowling and Barkerend?,No,flip_place,1,0,0,1
Is Edgbaston south of Bushbury North?,Yes,no_change,1,0,0,1
Is Bushbury North south of Edgbaston?,No,flip_place,1,0,0,1
Is Brandwood south of Sandhill?,Yes,no_change,1,0,0,1
Is Sandhill south of Brandwood?,No,flip_place,1,0,0,1
Is Tettenhall Regis south of Bingley?,Yes,no_change,1,0,0,1
Is Tettenhall Regis north of Bingley?,No,replace_dir_token,1,0,0,1
Is Knowle south of Tyburn?,Yes,no_change,1,0,0,1
Is Tyburn south of Knowle?,No,flip_place,1,0,0,1
Is Edgbaston south of Stocksbridge & Upper Don?,Yes,no_change,1,0,0,1
