place1,relation,place2,question,answer,transition
Winton,south,Norden,Is Norden south of Winton?,No,flip_place
Tyburn,south,Crompton,Is Tyburn south of Crompton?,Yes,no_change
Tyburn,south,Crompton,Is Crompton south of Tyburn?,No,flip_place
Hemsworth,south,Benwell and Scotswood,Is Hemsworth south of Benwell and Scotswood?,Yes,no_change
Hemsworth,south,Benwell and Scotswood,Is Hemsworth north of Benwell and Scotswood?,No,replace_dir_token
Elland,south,Howdon,Is Elland south of Howdon?,Yes,no_change
Elland,south,Howdon,Is Elland north of Howdon?,No,replace_dir_token
Baguley,south,Wardley and Leam Lane,Is Baguley south of Wardley and Leam Lane?,Yes,no_change
Baguley,south,Wardley and Leam Lane,Is Baguley north of Wardley and Leam Lane?,No,replace_dir_token
Ettingshall,south,Longford,Is Ettingshall south of Longford?,Yes,no_change
Ettingshall,south,Longford,Is Ettingshall north of Longford?,No,replace_dir_token
Golcar,south,Greetland and Stainland,Is Golcar south of Greetland and Stainland?,Yes,no_change
Golcar,south,Greetland and Stainland,Is Greetland and Stainland south of Golcar?,No,flip_place
Henley,south,Smithills,Is Henley south of Smithills?,Yes,no_change
Henley,south,Smithills,Is Henley north of Smithills?,No,replace_dir_token
Saddleworth West and Lees,south,Littleborough Lakeside,Is Saddleworth West and Lees south of Littleborough Lakeside?,Yes,no_change
Saddleworth West and Lees,south,Littleborough Lakeside,Is Littleborough Lakeside south of Saddleworth West and Lees?,No,flip_place
Ilkley,south,Benton,Is Ilkley south of Benton?,Yes,no_change
Ilkley,south,Benton,Is Benton south of Ilkley?,No,flip_place
Bilston East,south,Kingstone,Is Bilston East south of Kingstone?,Yes,no_change
Bilston East,south,Kingstone,Is Bilston East north of Kingstone?,No,replace_dir_token
Hall Green,south,Heatons South,Is Hall Green south of Heatons South?,Yes,no_change
Hall Green,south,Heatons South,Is Hall Green north of Heatons South?,No,replace_dir_token
Southey,south,Hoyland Milton,Is Southey south of Hoyland Milton?,Yes,no_change
Southey,south,Hoyland Milton,Is Hoyland Milton south of Southey?,No,flip_place
Burnage,south,St. Mary's,Is Burnage south of St. Mary's?,Yes,no_change
Burnage,south,St. Mary's,Is St. Mary's south of Burnage?,No,flip_place
Park,south,Felling,Is Park south of Felling?,Yes,no_change
Park,south,Felling,Is Felling south of Park?,No,flip_place
Levenshulme,south,Balderstone and Kirkholt,Is Levenshulme south of Balderstone and Kirkholt?,Yes,no_change
Levenshulme,south,Balderstone and Kirkholt,Is Levenshulme north of Balderstone and Kirkholt?,No,replace_dir_token
St. Peter's,south,Adel and Wharfedale,Is St. Peter's south of Adel and Wharfedale?,Yes,no_change
St. Peter's,south,Adel and Wharfedale,Is St. Peter's north of Adel and Wharfedale?,No,replace_dir_token
Westwood,south,Whitley Bay,Is Westwood south of Whitley Bay?,Yes,no_change
Westwood,south,Whitley Bay,Is Westwood north of Whitley Bay?,No,replace_dir_token
Linacre,south,Chopwell and Rowlands Gill,Is Linacre south of Chopwell and Rowlands Gill?,Yes,no_change
Linacre,south,Chopwell and Rowlands Gill,Is Chopwell and Rowlands Gill south of Linacre?,No,flip_place
Eccles,south,Howdon,Is Eccles south of Howdon?,Yes,no_change
Eccles,south,Howdon,Is Eccles north of Howdon?,No,replace_dir_token
Belle Vale,south,Saltwell,Is Belle Vale south of Saltwell?,Yes,no_change
Belle Vale,south,Saltwell,Is Saltwell south of Belle Vale?,No,flip_place
Upper Stoke,south,City,Is Upper Stoke south of City?,Yes,no_change
Upper Stoke,south,City,Is City south of Upper Stoke?,No,flip_place
Sale Moor,south,Boldon Colliery,Is Sale Moor south of Boldon Colliery?,Yes,no_change
Sale Moor,south,Boldon Colliery,Is Sale Moor north of Boldon Colliery?,No,replace_dir_token
Windle St Helens,south,Aspull New Springs Whelley,Is Windle St Helens south of Aspull New Springs Whelley?,Yes,no_change
Windle St Helens,south,Aspull New Springs Whelley,Is Windle St Helens north of Aspull New Springs Whelley?,No,replace_dir_token
Charlemont with Grove Vale,south,Finningley,Is Charlemont with Grove Vale south of Finningley?,Yes,no_change
Charlemont with Grove Vale,south,Finningley,Is Charlemont with Grove Vale north of Finningley?,No,replace_dir_token
Hateley Heath,south,Worsbrough,Is Hateley Heath south of Worsbrough?,Yes,no_change
Hateley Heath,south,Worsbrough,Is Hateley Heath north of Worsbrough?,No,replace_dir_token
Hale Barns,south,Cullercoats,Is Hale Barns south of Cullercoats?,Yes,no_change
Hale Barns,south,Cullercoats,Is Cullercoats south of Hale Barns?,No,flip_place
Bloxwich West,south,St. Mary's,Is Bloxwich West south of St. Mary's?,Yes,no_change
Bloxwich West,south,St. Mary's,Is Bloxwich West north of St. Mary's?,No,replace_dir_token
Wednesfield North,south,Bredbury and Woodley,Is Wednesfield North south of Bredbury and Woodley?,Yes,no_change
Wednesfield North,south,Bredbury and Woodley,Is Wednesfield North north of Bredbury and Woodley?,No,replace_dir_token
Elmdon,south,Stalybridge North,Is Elmdon south of Stalybridge North?,Yes,no_change
Elmdon,south,Stalybridge North,Is Elmdon north of Stalybridge North?,No,replace_dir_token
Greasby Frankby and Irby,south,South Jesmond,Is Greasby Frankby and Irby south of South Jesmond?,Yes,no_change
Greasby Frankby and Irby,south,South Jesmond,Is South Jesmond south of Greasby Frankby and Irby?,No,flip_place
Heath Town,south,Victoria,Is Heath Town south of Victoria?,Yes,no_change
Heath Town,south,Victoria,Is Victoria south of Heath Town?,No,flip_place
St. Thomas's,south,Aspull New Springs Whelley,Is St. Thomas's south of Aspull New Springs Whelley?,Yes,no_change
St. Thomas's,south,Aspull New Springs Whelley,Is St. Thomas's north of Aspull New Springs Whelley?,No,replace_dir_token
Westhoughton,south,St. Anne's,Is Westhoughton south of St. Anne's?,Yes,no_change
Westhoughton,south,St. Anne's,Is St. Anne's south of Westhoughton?,No,flip_place
Smith's Wood,south,Wath,Is Smith's Wood south of Wath?,Yes,no_change
Smith's Wood,south,Wath,Is Smith's Wood north of Wath?,No,replace_dir_token
Bournville,south,Hodge Hill,Is Bournville south of Hodge Hill?,Yes,no_change
Bournville,south,Hodge Hill,Is Hodge Hill south of Bournville?,No,flip_place
Pelsall,south,North Heaton,Is Pelsall south of North Heaton?,Yes,no_change
Pelsall,south,North Heaton,Is Pelsall north of North Heaton?,No,replace_dir_token
Moseley and Kings Heath,south,West Bromwich Central,Is Moseley and Kings Heath south of West Bromwich Central?,Yes,no_change
Moseley and Kings Heath,south,West Bromwich Central,Is West Bromwich Central south of Moseley and Kings Heath?,No,flip_place
Lyndon,south,Horwich,Is Lyndon south of Horwich?,Yes,no_change
Lyndon,south,Horwich,Is Horwich south of Lyndon?,No,flip_place
Hoyland Milton,south,Shiney Row,Is Hoyland Milton south of Shiney Row?,Yes,no_change
Hoyland Milton,south,Shiney Row,Is Hoyland Milton north of Shiney Row?,No,replace_dir_token
Doxey,south,Whitefield,Is Doxey south of Whitefield?,Yes,no_change
Doxey,south,Whitefield,Is Whitefield south of Doxey?,No,flip_place
Brownhills,south,North Heywood,Is Brownhills south of North Heywood?,Yes,no_change
Brownhills,south,North Heywood,Is Brownhills north of North Heywood?,No,replace_dir_token
Brandwood,south,Blackrod,Is Brandwood south of Blackrod?,Yes,no_change
Brandwood,south,Blackrod,Is Blackrod south of Brandwood?,No,flip_place
Weoley,south,County,Is Weoley south of County?,Yes,no_change
Weoley,south,County,Is Weoley north of County?,No,replace_dir_token
Monk Bretton,south,Biddick and All Saints,Is Monk Bretton south of Biddick and All Saints?,Yes,no_change
Monk Bretton,south,Biddick and All Saints,Is Monk Bretton north of Biddick and All Saints?,No,replace_dir_token
Weoley,south,Aston,Is Weoley south of Aston?,Yes,no_change
Weoley,south,Aston,Is Aston south of Weoley?,No,flip_place
Abbey,south,Darlaston South,Is Abbey south of Darlaston South?,Yes,no_change
Abbey,south,Darlaston South,Is Abbey north of Darlaston South?,No,replace_dir_token
Acocks Green,south,Ovenden,Is Acocks Green south of Ovenden?,Yes,no_change
Acocks Green,south,Ovenden,Is Ovenden south of Acocks Green?,No,flip_place
Astley Mosley Common,south,Radcliffe North,Is Astley Mosley Common south of Radcliffe North?,Yes,no_change
Astley Mosley Common,south,Radcliffe North,Is Astley Mosley Common north of Radcliffe North?,No,replace_dir_token
Speke-Garston,west,Maltby South Yorkshire,Is Speke-Garston west of Maltby South Yorkshire?,Yes,no_change
Speke-Garston,west,Maltby South Yorkshire,Is Speke-Garston east of Maltby South Yorkshire?,No,replace_dir_token
Kirkburton,west,Wakefield North,Is Kirkburton west of Wakefield North?,Yes,no_change
Kirkburton,west,Wakefield North,Is Kirkburton east of Wakefield North?,No,replace_dir_token
Breightmet,west,Ashbrow,Is Breightmet west of Ashbrow?,Yes,no_change
Breightmet,west,Ashbrow,Is Ashbrow west of Breightmet?,No,flip_place
Wardle and West Littleborough,west,Skircoat,Is Wardle and West Littleborough west of Skircoat?,Yes,no_change
Wardle and West Littleborough,west,Skircoat,Is Wardle and West Littleborough east of Skircoat?,No,replace_dir_token
Stainforth & Barnby Dun,west,Hatfield,Is Stainforth & Barnby Dun west of Hatfield?,Yes,no_change
Stainforth & Barnby Dun,west,Hatfield,Is Stainforth & Barnby Dun east of Hatfield?,No,replace_dir_token
Astley Mosley Common,west,Illingworth and Mixenden,Is Astley Mosley Common west of Illingworth and Mixenden?,Yes,no_change
Astley Mosley Common,west,Illingworth and Mixenden,Is Illingworth and Mixenden west of Astley Mosley Common?,No,flip_place
Kensington and Fairfield,west,Blackrod,Is Kensington and Fairfield west of Blackrod?,Yes,no_change
Kensington and Fairfield,west,Blackrod,Is Blackrod west of Kensington and Fairfield?,No,flip_place
Mexborough,west,Balby South,Is Mexborough west of Balby South?,Yes,no_change
Mexborough,west,Balby South,Is Mexborough east of Balby South?,No,replace_dir_token
Graiseley,west,Edgbaston,Is Graiseley west of Edgbaston?,Yes,no_change
Graiseley,west,Edgbaston,Is Edgbaston west of Graiseley?,No,flip_place
Davyhulme East,west,Ashton Waterloo,Is Davyhulme East west of Ashton Waterloo?,Yes,no_change
Davyhulme East,west,Ashton Waterloo,Is Ashton Waterloo west of Davyhulme East?,No,flip_place
Longford,west,Harewood,Is Longford west of Harewood?,Yes,no_change
Longford,west,Harewood,Is Longford east of Harewood?,No,replace_dir_token
Stockbridge,west,Stretford,Is Stockbridge west of Stretford?,Yes,no_change
Stockbridge,west,Stretford,Is Stockbridge east of Stretford?,No,replace_dir_token
Netherton and Orrell,west,Winstanley,Is Netherton and Orrell west of Winstanley?,Yes,no_change
Netherton and Orrell,west,Winstanley,Is Netherton and Orrell east of Winstanley?,No,replace_dir_token
Alexandra,west,Adwick le Street & Carcroft,Is Alexandra west of Adwick le Street & Carcroft?,Yes,no_change
Alexandra,west,Adwick le Street & Carcroft,Is Alexandra east of Adwick le Street & Carcroft?,No,replace_dir_token
Burnage,west,Rawmarsh,Is Burnage west of Rawmarsh?,Yes,no_change
Burnage,west,Rawmarsh,Is Rawmarsh west of Burnage?,No,flip_place
Leigh South,west,Hazel Grove,Is Leigh South west of Hazel Grove?,Yes,no_change
Leigh South,west,Hazel Grove,Is Leigh South east of Hazel Grove?,No,replace_dir_token
Denton South,west,Orgreave South Yorkshire,Is Denton South west of Orgreave South Yorkshire?,Yes,no_change
Denton South,west,Orgreave South Yorkshire,Is Denton South east of Orgreave South Yorkshire?,No,replace_dir_token
Netherton and Orrell,west,Didsbury West,Is Netherton and Orrell west of Didsbury West?,Yes,no_change
Netherton and Orrell,west,Didsbury West,Is Netherton and Orrell east of Didsbury West?,No,replace_dir_token
Church,west,Tong,Is Church west of Tong?,Yes,no_change
Church,west,Tong,Is Tong west of Church?,No,flip_place
Chorlton,west,Broomhill & Sharrow Vale,Is Chorlton west of Broomhill & Sharrow Vale?,Yes,no_change
Chorlton,west,Broomhill & Sharrow Vale,Is Chorlton east of Broomhill & Sharrow Vale?,No,replace_dir_token
Kirkburton,west,Wingfield,Is Kirkburton west of Wingfield?,Yes,no_change
Kirkburton,west,Wingfield,Is Wingfield west of Kirkburton?,No,flip_place
Park,west,Birstall and Birkenshaw,Is Park west of Birstall and Birkenshaw?,Yes,no_change
Park,west,Birstall and Birkenshaw,Is Birstall and Birkenshaw west of Park?,No,flip_place
Prescot South,west,Hazel Grove,Is Prescot South west of Hazel Grove?,Yes,no_change
Prescot South,west,Hazel Grove,Is Prescot South east of Hazel Grove?,No,replace_dir_token
Sharston,west,Wakefield West,Is Sharston west of Wakefield West?,Yes,no_change
Sharston,west,Wakefield West,Is Wakefield West west of Sharston?,No,flip_place
Golcar,west,Dewsbury South,Is Golcar west of Dewsbury South?,Yes,no_change
Golcar,west,Dewsbury South,Is Dewsbury South west of Golcar?,No,flip_place
Halewood North,west,Broadheath,Is Halewood North west of Broadheath?,Yes,no_change
Halewood North,west,Broadheath,Is Halewood North east of Broadheath?,No,replace_dir_token
Leigh East,west,Toller,Is Leigh East west of Toller?,Yes,no_change
Leigh East,west,Toller,Is Toller west of Leigh East?,No,flip_place
Hoylake and Meols,west,Gorton North,Is Hoylake and Meols west of Gorton North?,Yes,no_change
Hoylake and Meols,west,Gorton North,Is Gorton North west of Hoylake and Meols?,No,flip_place
Greetland and Stainland,west,Wath,Is Greetland and Stainland west of Wath?,Yes,no_change
Greetland and Stainland,west,Wath,Is Wath west of Greetland and Stainland?,No,flip_place
Darton West,west,Darfield,Is Darton West west of Darfield?,Yes,no_change
Darton West,west,Darfield,Is Darton West east of Darfield?,No,replace_dir_token
Derby,west,Failsworth East,Is Derby west of Failsworth East?,Yes,no_change
Derby,west,Failsworth East,Is Failsworth East west of Derby?,No,flip_place
Wigan Central,west,Stanley and Outwood East,Is Wigan Central west of Stanley and Outwood East?,Yes,no_change
Wigan Central,west,Stanley and Outwood East,Is Wigan Central east of Stanley and Outwood East?,No,replace_dir_token
Central,west,Irlam,Is Central west of Irlam?,Yes,no_change
Central,west,Irlam,Is Irlam west of Central?,No,flip_place
Speke-Garston,west,North Middleton,Is Speke-Garston west of North Middleton?,Yes,no_change
Speke-Garston,west,North Middleton,Is North Middleton west of Speke-Garston?,No,flip_place
Molyneux,west,Knottingley,Is Molyneux west of Knottingley?,Yes,no_change
Molyneux,west,Knottingley,Is Molyneux east of Knottingley?,No,replace_dir_token
New Brighton,west,Northenden,Is New Brighton west of Northenden?,Yes,no_change
New Brighton,west,Northenden,Is Northenden west of New Brighton?,No,flip_place
Leigh West,west,Healey,Is Leigh West west of Healey?,Yes,no_change
Leigh West,west,Healey,Is Leigh West east of Healey?,No,replace_dir_token
Irlam,west,Wrenthorpe and Outwood West,Is Irlam west of Wrenthorpe and Outwood West?,Yes,no_change
Irlam,west,Wrenthorpe and Outwood West,Is Wrenthorpe and Outwood West west of Irlam?,No,flip_place
Gornal,west,Smith's Wood,Is Gornal west of Smith's Wood?,Yes,no_change
Gornal,west,Smith's Wood,Is Smith's Wood west of Gornal?,No,flip_place
Rainford,west,Broomhill & Sharrow Vale,Is Rainford west of Broomhill & Sharrow Vale?,Yes,no_change
Rainford,west,Broomhill & Sharrow Vale,Is Rainford east of Broomhill & Sharrow Vale?,No,replace_dir_token
Elton,west,Ashbrow,Is Elton west of Ashbrow?,Yes,no_change
Elton,west,Ashbrow,Is Elton east of Ashbrow?,No,replace_dir_token
Knotty Ash,west,Otley and Yeadon,Is Knotty Ash west of Otley and Yeadon?,Yes,no_change
Knotty Ash,west,Otley and Yeadon,Is Otley and Yeadon west of Knotty Ash?,No,flip_place
Warley,west,Wakefield South,Is Warley west of Wakefield South?,Yes,no_change
Warley,west,Wakefield South,Is Wakefield South west of Warley?,No,flip_place
Radcliffe West,west,Sowerby Bridge,Is Radcliffe West west of Sowerby Bridge?,Yes,no_change
Radcliffe West,west,Sowerby Bridge,Is Sowerby Bridge west of Radcliffe West?,No,flip_place
Woolton,west,Park,Is Woolton west of Park?,Yes,no_change
Woolton,west,Park,Is Woolton east of Park?,No,replace_dir_token
Greenbank,west,Lindley,Is Greenbank west of Lindley?,Yes,no_change
Greenbank,west,Lindley,Is Greenbank east of Lindley?,No,replace_dir_token
Croxteth,west,Finningley,Is Croxteth west of Finningley?,Yes,no_change
Croxteth,west,Finningley,Is Croxteth east of Finningley?,No,replace_dir_token
Park,west,Dinnington St. John's,Is Park west of Dinnington St. John's?,Yes,no_change
Park,west,Dinnington St. John's,Is Park east of Dinnington St. John's?,No,replace_dir_token
