place1,dis,place2_Y,dir,place2_Z,triplet,question,answer,transition
Chorlton,far,Princes End,east,Eccleston St Helens,"Chorlton is far Princes End, east Eccleston St Helens",Is Chorlton far to Princes End and west of Eccleston St Helens?,No,replace_direction
Hulton,near,Kearsley,west,Silverwood,"Hulton is near Kearsley, west Silverwood",Is Hulton near to Kearsley and west of Silverwood?,Yes,no_change
Hulton,near,Kearsley,west,Silverwood,"Hulton is near Kearsley, west Silverwood",Is Hulton near to Kearsley and east of Silverwood?,No,replace_direction
Hulton,close,Blackrod,north,South Yardley,"Hulton is close Blackrod, north South Yardley",Is Hulton close to Blackrod and north of South Yardley?,Yes,no_change
Hulton,close,Blackrod,north,South Yardley,"Hulton is close Blackrod, north South Yardley",Is Blackrod distant to Hulton and north of South Yardley?,No,flip_place_replace_distance
Hulton,distant,Princes Park,east,Bromborough,"Hulton is distant Princes Park, east Bromborough",Is Hulton distant to Princes Park and east of Bromborough?,Yes,no_change
Hulton,distant,Princes Park,east,Bromborough,"Hulton is distant Princes Park, east Bromborough",Is Hulton distant to Princes Park and west of Bromborough?,No,replace_direction
Hulton,far,Tynemouth,south,Bromley Cross,"Hulton is far Tynemouth, south Bromley Cross",Is Hulton far to Tynemouth and south of Bromley Cross?,Yes,no_change
Hulton,far,Tynemouth,south,Bromley Cross,"Hulton is far Tynemouth, south Bromley Cross",Is Hulton near to Tynemouth and south of Bromley Cross?,No,replace_distance
West Gosforth,near,Blakelaw and North Fenham,north,Palfrey,"West Gosforth is near Blakelaw and North Fenham, north Palfrey",Is West Gosforth near to Blakelaw and North Fenham and north of Palfrey?,Yes,no_change
West Gosforth,near,Blakelaw and North Fenham,north,Palfrey,"West Gosforth is near Blakelaw and North Fenham, north Palfrey",Is Blakelaw and North Fenham far to West Gosforth and north of Palfrey?,No,flip_place_replace_distance
West Gosforth,close,Lamesley,east,Chopwell and Rowlands Gill,"West Gosforth is close Lamesley, east Chopwell and Rowlands Gill",Is West Gosforth close to Lamesley and east of Chopwell and Rowlands Gill?,Yes,no_change
West Gosforth,close,Lamesley,east,Chopwell and Rowlands Gill,"West Gosforth is close Lamesley, east Chopwell and Rowlands Gill",Is West Gosforth distant to Lamesley and east of Chopwell and Rowlands Gill?,No,replace_distance
West Gosforth,far,Rainhill,west,Howdon,"West Gosforth is far Rainhill, west Howdon",Is West Gosforth far to Rainhill and west of Howdon?,Yes,no_change
West Gosforth,far,Rainhill,west,Howdon,"West Gosforth is far Rainhill, west Howdon",Is Rainhill near to West Gosforth and west of Howdon?,No,flip_place_replace_distance
Warley,near,Worth Valley,east,Halewood North,"Warley is near Worth Valley, east Halewood North",Is Warley near to Worth Valley and east of Halewood North?,Yes,no_change
Warley,near,Worth Valley,east,Halewood North,"Warley is near Worth Valley, east Halewood North",Is Warley near to Worth Valley and west of Halewood North?,No,replace_direction
Warley,close,Mossley,west,Valley,"Warley is close Mossley, west Valley",Is Warley close to Mossley and west of Valley?,Yes,no_change
Warley,close,Mossley,west,Valley,"Warley is close Mossley, west Valley",Is Warley distant to Mossley and west of Valley?,No,replace_distance
Warley,distant,Wales South Yorkshire,north,Tettenhall Wightwick,"Warley is distant Wales South Yorkshire, north Tettenhall Wightwick",Is Warley distant to Wales South Yorkshire and north of Tettenhall Wightwick?,Yes,no_change
Warley,distant,Wales South Yorkshire,north,Tettenhall Wightwick,"Warley is distant Wales South Yorkshire, north Tettenhall Wightwick",Is Warley close to Wales South Yorkshire and north of Tettenhall Wightwick?,No,replace_distance
Warley,far,Whitefield,south,Monkseaton South,"Warley is far Whitefield, south Monkseaton South",Is Warley far to Whitefield and south of Monkseaton South?,Yes,no_change
Warley,far,Whitefield,south,Monkseaton South,"Warley is far Whitefield, south Monkseaton South",Is Whitefield near to Warley and south of Monkseaton South?,No,flip_place_replace_distance
Cheadle Hulme North,near,Levenshulme,south,Moorside,"Cheadle Hulme North is near Levenshulme, south Moorside",Is Cheadle Hulme North near to Levenshulme and south of Moorside?,Yes,no_change
Cheadle Hulme North,near,Levenshulme,south,Moorside,"Cheadle Hulme North is near Levenshulme, south Moorside",Is Cheadle Hulme North far to Levenshulme and south of Moorside?,No,replace_distance
Cheadle Hulme North,close,Marple North,north,Blakenall,"Cheadle Hulme North is close Marple North, north Blakenall",Is Cheadle Hulme North close to Marple North and north of Blakenall?,Yes,no_change
Cheadle Hulme North,close,Marple North,north,Blakenall,"Cheadle Hulme North is close Marple North, north Blakenall",Is Cheadle Hulme North distant to Marple North and north of Blakenall?,No,replace_distance
Cheadle Hulme North,distant,Tuebrook and Stoneycroft,west,Garforth and Swillington,"Cheadle Hulme North is distant Tuebrook and Stoneycroft, west Garforth and Swillington",Is Cheadle Hulme North distant to Tuebrook and Stoneycroft and west of Garforth and Swillington?,Yes,no_change
Cheadle Hulme North,distant,Tuebrook and Stoneycroft,west,Garforth and Swillington,"Cheadle Hulme North is distant Tuebrook and Stoneycroft, west Garforth and Swillington",Is Cheadle Hulme North close to Tuebrook and Stoneycroft and west of Garforth and Swillington?,No,replace_distance
Cheadle Hulme North,far,Dearne North,east,Northenden,"Cheadle Hulme North is far Dearne North, east Northenden",Is Cheadle Hulme North far to Dearne North and east of Northenden?,Yes,no_change
Cheadle Hulme North,far,Dearne North,east,Northenden,"Cheadle Hulme North is far Dearne North, east Northenden",Is Dearne North near to Cheadle Hulme North and east of Northenden?,No,flip_place_replace_distance
Halewood,near,Rainhill,north,Rowley,"Halewood is near Rainhill, north Rowley",Is Halewood near to Rainhill and north of Rowley?,Yes,no_change
Halewood,near,Rainhill,north,Rowley,"Halewood is near Rainhill, north Rowley",Is Halewood far to Rainhill and north of Rowley?,No,replace_distance
Halewood,close,Sutton Weaver (civil parish),west,Radcliffe West,"Halewood is close Sutton Weaver (civil parish), west Radcliffe West",Is Halewood close to Sutton Weaver (civil parish) and west of Radcliffe West?,Yes,no_change
Halewood,close,Sutton Weaver (civil parish),west,Radcliffe West,"Halewood is close Sutton Weaver (civil parish), west Radcliffe West",Is Halewood distant to Sutton Weaver (civil parish) and west of Radcliffe West?,No,replace_distance
Halewood,distant,Todmorden,south,Wardley and Leam Lane,"Halewood is distant Todmorden, south Wardley and Leam Lane",Is Halewood distant to Todmorden and south of Wardley and Leam Lane?,Yes,no_change
Halewood,distant,Todmorden,south,Wardley and Leam Lane,"Halewood is distant Todmorden, south Wardley and Leam Lane",Is Todmorden close to Halewood and south of Wardley and Leam Lane?,No,flip_place_replace_distance
Halewood,far,Orgreave South Yorkshire,east,Rock Ferry,"Halewood is far Orgreave South Yorkshire, east Rock Ferry",Is Halewood far to Orgreave South Yorkshire and east of Rock Ferry?,Yes,no_change
Halewood,far,Orgreave South Yorkshire,east,Rock Ferry,"Halewood is far Orgreave South Yorkshire, east Rock Ferry",Is Orgreave South Yorkshire near to Halewood and east of Rock Ferry?,No,flip_place_replace_distance
Blakenhall,near,Doxey,south,Redvales,"Blakenhall is near Doxey, south Redvales",Is Blakenhall near to Doxey and south of Redvales?,Yes,no_change
Blakenhall,near,Doxey,south,Redvales,"Blakenhall is near Doxey, south Redvales",Is Doxey far to Blakenhall and south of Redvales?,No,flip_place_replace_distance
Blakenhall,close,Edgbaston,north,Brockmoor and Pensnett,"Blakenhall is close Edgbaston, north Brockmoor and Pensnett",Is Blakenhall close to Edgbaston and north of Brockmoor and Pensnett?,Yes,no_change
Blakenhall,close,Edgbaston,north,Brockmoor and Pensnett,"Blakenhall is close Edgbaston, north Brockmoor and Pensnett",Is Edgbaston distant to Blakenhall and north of Brockmoor and Pensnett?,No,flip_place_replace_distance
Blakenhall,distant,Foleshill,west,Wednesbury South,"Blakenhall is distant Foleshill, west Wednesbury South",Is Blakenhall distant to Foleshill and west of Wednesbury South?,Yes,no_change
Blakenhall,distant,Foleshill,west,Wednesbury South,"Blakenhall is distant Foleshill, west Wednesbury South",Is Foleshill close to Blakenhall and west of Wednesbury South?,No,flip_place_replace_distance
Blakenhall,far,Haydock,east,Penn,"Blakenhall is far Haydock, east Penn",Is Blakenhall far to Haydock and east of Penn?,Yes,no_change
Blakenhall,far,Haydock,east,Penn,"Blakenhall is far Haydock, east Penn",Is Blakenhall near to Haydock and east of Penn?,No,replace_distance
Lindley,near,Ryburn,east,Northwood,"Lindley is near Ryburn, east Northwood",Is Lindley near to Ryburn and east of Northwood?,Yes,no_change
Lindley,near,Ryburn,east,Northwood,"Lindley is near Ryburn, east Northwood",Is Lindley near to Ryburn and west of Northwood?,No,replace_direction
Lindley,close,Kirkburton,north,Stechford and Yardley North,"Lindley is close Kirkburton, north Stechford and Yardley North",Is Lindley close to Kirkburton and north of Stechford and Yardley North?,Yes,no_change
Lindley,close,Kirkburton,north,Stechford and Yardley North,"Lindley is close Kirkburton, north Stechford and Yardley North",Is Kirkburton distant to Lindley and north of Stechford and Yardley North?,No,flip_place_replace_distance
Lindley,distant,Westhoughton North and Chew Moor,west,Stainforth & Barnby Dun,"Lindley is distant Westhoughton North and Chew Moor, west Stainforth & Barnby Dun",Is Lindley distant to Westhoughton North and Chew Moor and west of Stainforth & Barnby Dun?,Yes,no_change
Lindley,distant,Westhoughton North and Chew Moor,west,Stainforth & Barnby Dun,"Lindley is distant Westhoughton North and Chew Moor, west Stainforth & Barnby Dun",Is Lindley close to Westhoughton North and Chew Moor and west of Stainforth & Barnby Dun?,No,replace_distance
Lindley,far,Westwood,south,Westoe,"Lindley is far Westwood, south Westoe",Is Lindley far to Westwood and south of Westoe?,Yes,no_change
Lindley,far,Westwood,south,Westoe,"Lindley is far Westwood, south Westoe",Is Lindley near to Westwood and south of Westoe?,No,replace_distance
Northenden,near,Stretford,north,Bilston North,"Northenden is near Stretford, north Bilston North",Is Northenden near to Stretford and north of Bilston North?,Yes,no_change
Northenden,near,Stretford,north,Bilston North,"Northenden is near Stretford, north Bilston North",Is Stretford far to Northenden and north of Bilston North?,No,flip_place_replace_distance
Northenden,close,Shaw,east,Winstanley,"Northenden is close Shaw, east Winstanley",Is Northenden close to Shaw and east of Winstanley?,Yes,no_change
Northenden,close,Shaw,east,Winstanley,"Northenden is close Shaw, east Winstanley",Is Shaw distant to Northenden and east of Winstanley?,No,flip_place_replace_distance
Northenden,distant,Horwich,west,Darton East,"Northenden is distant Horwich, west Darton East",Is Northenden distant to Horwich and west of Darton East?,Yes,no_change
Northenden,distant,Horwich,west,Darton East,"Northenden is distant Horwich, west Darton East",Is Northenden close to Horwich and west of Darton East?,No,replace_distance
Northenden,far,Oscott,south,Eccles,"Northenden is far Oscott, south Eccles",Is Northenden far to Oscott and south of Eccles?,Yes,no_change
Northenden,far,Oscott,south,Eccles,"Northenden is far Oscott, south Eccles",Is Northenden far to Oscott and north of Eccles?,No,replace_direction
Redvales,near,West Middleton,north,St. Mary's,"Redvales is near West Middleton, north St. Mary's",Is Redvales near to West Middleton and north of St. Mary's?,Yes,no_change
Redvales,near,West Middleton,north,St. Mary's,"Redvales is near West Middleton, north St. Mary's",Is Redvales near to West Middleton and south of St. Mary's?,No,replace_direction
Redvales,close,St. James',south,Northumberland,"Redvales is close St. James', south Northumberland",Is Redvales close to St. James' and south of Northumberland?,Yes,no_change
Redvales,close,St. James',south,Northumberland,"Redvales is close St. James', south Northumberland",Is Redvales close to St. James' and north of Northumberland?,No,replace_direction
Redvales,distant,Winstanley,west,Headingley,"Redvales is distant Winstanley, west Headingley",Is Redvales distant to Winstanley and west of Headingley?,Yes,no_change
Redvales,distant,Winstanley,west,Headingley,"Redvales is distant Winstanley, west Headingley",Is Winstanley close to Redvales and west of Headingley?,No,flip_place_replace_distance
Redvales,far,West Park,east,Halewood,"Redvales is far West Park, east Halewood",Is Redvales far to West Park and east of Halewood?,Yes,no_change
Redvales,far,West Park,east,Halewood,"Redvales is far West Park, east Halewood",Is West Park near to Redvales and east of Halewood?,No,flip_place_replace_distance
Timperley,near,Woodhouse Park,east,Bucklow-St. Martins,"Timperley is near Woodhouse Park, east Bucklow-St. Martins",Is Timperley near to Woodhouse Park and east of Bucklow-St. Martins?,Yes,no_change
Timperley,near,Woodhouse Park,east,Bucklow-St. Martins,"Timperley is near Woodhouse Park, east Bucklow-St. Martins",Is Woodhouse Park far to Timperley and east of Bucklow-St. Martins?,No,flip_place_replace_distance
Timperley,close,Tonge with the Haulgh,south,High Fell,"Timperley is close Tonge with the Haulgh, south High Fell",Is Timperley close to Tonge with the Haulgh and south of High Fell?,Yes,no_change
Timperley,close,Tonge with the Haulgh,south,High Fell,"Timperley is close Tonge with the Haulgh, south High Fell",Is Tonge with the Haulgh distant to Timperley and south of High Fell?,No,flip_place_replace_distance
