place1,dir,place2_Y,top,place2_Z,triplet,question,answer,transition
Valley,north,Wakefield Rural,borders,Collingwood,"Valley is north Wakefield Rural, borders Collingwood",Is Valley north of Wakefield Rural and borders Collingwood?,Yes,no_change
Valley,north,Wakefield Rural,borders,Collingwood,"Valley is north Wakefield Rural, borders Collingwood",Is Wakefield Rural north of Valley and borders Collingwood?,No,flip_place_y
Droylsden West,north,Edgeley and Cheadle Heath,within,North West Euro Region,"Droylsden West is north Edgeley and Cheadle Heath, within North West Euro Region",Is Droylsden West north of Edgeley and Cheadle Heath and within North West Euro Region?,Yes,no_change
Droylsden West,north,Edgeley and Cheadle Heath,within,North West Euro Region,"Droylsden West is north Edgeley and Cheadle Heath, within North West Euro Region",Is Edgeley and Cheadle Heath north of Droylsden West and within North West Euro Region?,No,flip_place_y
Droylsden West,west,East Ecclesfield,borders,Miles Platting and Newton Heath,"Droylsden West is west East Ecclesfield, borders Miles Platting and Newton Heath",Is Droylsden West west of East Ecclesfield and borders Miles Platting and Newton Heath?,Yes,no_change
Droylsden West,west,East Ecclesfield,borders,Miles Platting and Newton Heath,"Droylsden West is west East Ecclesfield, borders Miles Platting and Newton Heath",Is Droylsden West east of East Ecclesfield and borders Miles Platting and Newton Heath?,No,replace_dir_token
Hall Green,south,Lamesley,within,Birmingham,"Hall Green is south Lamesley, within Birmingham",Is Hall Green south of Lamesley and within Birmingham?,Yes,no_change
Hall Green,south,Lamesley,within,Birmingham,"Hall Green is south Lamesley, within Birmingham",Is Birmingham south of Lamesley and within Hall Green?,No,flip_place_z
Hall Green,east,Kingswinford North and Wall Heath,borders,Shirley West,"Hall Green is east Kingswinford North and Wall Heath, borders Shirley West",Is Hall Green east of Kingswinford North and Wall Heath and borders Shirley West?,Yes,no_change
Hall Green,east,Kingswinford North and Wall Heath,borders,Shirley West,"Hall Green is east Kingswinford North and Wall Heath, borders Shirley West",Is Shirley West east of Kingswinford North and Wall Heath and borders Hall Green?,No,flip_place_z
Featherstone,east,Birkenhead and Tranmere,borders,Altofts and Whitwood,"Featherstone is east Birkenhead and Tranmere, borders Altofts and Whitwood",Is Featherstone east of Birkenhead and Tranmere and borders Altofts and Whitwood?,Yes,no_change
Featherstone,east,Birkenhead and Tranmere,borders,Altofts and Whitwood,"Featherstone is east Birkenhead and Tranmere, borders Altofts and Whitwood",Is Altofts and Whitwood east of Birkenhead and Tranmere and borders Featherstone?,No,flip_place_z
Horsforth,north,Edlington & Warmsworth,borders,Idle and Thackley,"Horsforth is north Edlington & Warmsworth, borders Idle and Thackley",Is Horsforth north of Edlington & Warmsworth and borders Idle and Thackley?,Yes,no_change
Horsforth,north,Edlington & Warmsworth,borders,Idle and Thackley,"Horsforth is north Edlington & Warmsworth, borders Idle and Thackley",Is Horsforth south of Edlington & Warmsworth and borders Idle and Thackley?,No,replace_dir_token
Rastrick,east,Whiston & Cronton,within,Calderdale,"Rastrick is east Whiston & Cronton, within Calderdale",Is Rastrick east of Whiston & Cronton and within Calderdale?,Yes,no_change
Rastrick,east,Whiston & Cronton,within,Calderdale,"Rastrick is east Whiston & Cronton, within Calderdale",Is Rastrick west of Whiston & Cronton and within Calderdale?,No,replace_dir_token
Rastrick,north,Lower Stoke,borders,Brighouse,"Rastrick is north Lower Stoke, borders Brighouse",Is Rastrick north of Lower Stoke and borders Brighouse?,Yes,no_change
Rastrick,north,Lower Stoke,borders,Brighouse,"Rastrick is north Lower Stoke, borders Brighouse",Is Brighouse north of Lower Stoke and borders Rastrick?,No,flip_place_z
Dunston and Teams,north,Wetherby,within,Metropolitan Borough of Gateshead,"Dunston and Teams is north Wetherby, within Metropolitan Borough of Gateshead",Is Dunston and Teams north of Wetherby and within Metropolitan Borough of Gateshead?,Yes,no_change
Dunston and Teams,north,Wetherby,within,Metropolitan Borough of Gateshead,"Dunston and Teams is north Wetherby, within Metropolitan Borough of Gateshead",Is Dunston and Teams north of Wetherby and borders Metropolitan Borough of Gateshead?,No,replace_top_token
Dunston and Teams,south,Camperdown,borders,Elswick,"Dunston and Teams is south Camperdown, borders Elswick",Is Dunston and Teams south of Camperdown and borders Elswick?,Yes,no_change
Dunston and Teams,south,Camperdown,borders,Elswick,"Dunston and Teams is south Camperdown, borders Elswick",Is Dunston and Teams north of Camperdown and borders Elswick?,No,replace_dir_token
Bredbury and Woodley,west,Broomhill & Sharrow Vale,within,Metropolitan Borough of Stockport,"Bredbury and Woodley is west Broomhill & Sharrow Vale, within Metropolitan Borough of Stockport",Is Bredbury and Woodley west of Broomhill & Sharrow Vale and within Metropolitan Borough of Stockport?,Yes,no_change
Bredbury and Woodley,west,Broomhill & Sharrow Vale,within,Metropolitan Borough of Stockport,"Bredbury and Woodley is west Broomhill & Sharrow Vale, within Metropolitan Borough of Stockport",Is Bredbury and Woodley west of Broomhill & Sharrow Vale and borders Metropolitan Borough of Stockport?,No,replace_top_token
Bredbury and Woodley,south,Whickham South and Sunniside,borders,Denton South,"Bredbury and Woodley is south Whickham South and Sunniside, borders Denton South",Is Bredbury and Woodley south of Whickham South and Sunniside and borders Denton South?,Yes,no_change
Bredbury and Woodley,south,Whickham South and Sunniside,borders,Denton South,"Bredbury and Woodley is south Whickham South and Sunniside, borders Denton South",Is Bredbury and Woodley south of Whickham South and Sunniside and within Denton South?,No,replace_top_token
Ilkley,east,Wigan Central,borders,Craven,"Ilkley is east Wigan Central, borders Craven",Is Ilkley east of Wigan Central and borders Craven?,Yes,no_change
Ilkley,east,Wigan Central,borders,Craven,"Ilkley is east Wigan Central, borders Craven",Is Craven east of Wigan Central and borders Ilkley?,No,flip_place_z
Blackheath,south,Simonside and Rekendyke,within,West Midlands Euro Region,"Blackheath is south Simonside and Rekendyke, within West Midlands Euro Region",Is Blackheath south of Simonside and Rekendyke and within West Midlands Euro Region?,Yes,no_change
Blackheath,south,Simonside and Rekendyke,within,West Midlands Euro Region,"Blackheath is south Simonside and Rekendyke, within West Midlands Euro Region",Is Blackheath north of Simonside and Rekendyke and within West Midlands Euro Region?,No,replace_dir_token
Blackheath,west,Kingshurst and Fordbridge,borders,Cradley Heath and Old Hill,"Blackheath is west Kingshurst and Fordbridge, borders Cradley Heath and Old Hill",Is Blackheath west of Kingshurst and Fordbridge and borders Cradley Heath and Old Hill?,Yes,no_change
Blackheath,west,Kingshurst and Fordbridge,borders,Cradley Heath and Old Hill,"Blackheath is west Kingshurst and Fordbridge, borders Cradley Heath and Old Hill",Is Blackheath west of Kingshurst and Fordbridge and within Cradley Heath and Old Hill?,No,replace_top_token
Belle Vale,south,Orrell,within,Metropolitan Borough of Dudley,"Belle Vale is south Orrell, within Metropolitan Borough of Dudley",Is Belle Vale south of Orrell and within Metropolitan Borough of Dudley?,Yes,no_change
Belle Vale,south,Orrell,within,Metropolitan Borough of Dudley,"Belle Vale is south Orrell, within Metropolitan Borough of Dudley",Is Orrell south of Belle Vale and within Metropolitan Borough of Dudley?,No,flip_place_y
Belle Vale,north,Shard End,borders,Cradley and Wollescote,"Belle Vale is north Shard End, borders Cradley and Wollescote",Is Belle Vale north of Shard End and borders Cradley and Wollescote?,Yes,no_change
Belle Vale,north,Shard End,borders,Cradley and Wollescote,"Belle Vale is north Shard End, borders Cradley and Wollescote",Is Belle Vale north of Shard End and within Cradley and Wollescote?,No,replace_top_token
Queensbury,south,Denton,within,City of Bradford,"Queensbury is south Denton, within City of Bradford",Is Queensbury south of Denton and within City of Bradford?,Yes,no_change
Queensbury,south,Denton,within,City of Bradford,"Queensbury is south Denton, within City of Bradford",Is City of Bradford south of Denton and within Queensbury?,No,flip_place_z
Queensbury,east,Moorside,borders,Thornton and Allerton,"Queensbury is east Moorside, borders Thornton and Allerton",Is Queensbury east of Moorside and borders Thornton and Allerton?,Yes,no_change
Queensbury,east,Moorside,borders,Thornton and Allerton,"Queensbury is east Moorside, borders Thornton and Allerton",Is Queensbury west of Moorside and borders Thornton and Allerton?,No,replace_dir_token
Wingrove,west,Silksworth,within,Newcastle upon Tyne,"Wingrove is west Silksworth, within Newcastle upon Tyne",Is Wingrove west of Silksworth and within Newcastle upon Tyne?,Yes,no_change
Wingrove,west,Silksworth,within,Newcastle upon Tyne,"Wingrove is west Silksworth, within Newcastle upon Tyne",Is Wingrove west of Silksworth and borders Newcastle upon Tyne?,No,replace_top_token
Wingrove,north,Saddleworth,borders,Westgate,"Wingrove is north Saddleworth, borders Westgate",Is Wingrove north of Saddleworth and borders Westgate?,Yes,no_change
Wingrove,north,Saddleworth,borders,Westgate,"Wingrove is north Saddleworth, borders Westgate",Is Westgate north of Saddleworth and borders Wingrove?,No,flip_place_z
Broomhill & Sharrow Vale,east,Crookes & Crosspool,within,Sheffield,"Broomhill & Sharrow Vale is east Crookes & Crosspool, within Sheffield",Is Broomhill & Sharrow Vale east of Crookes & Crosspool and within Sheffield?,Yes,no_change
Broomhill & Sharrow Vale,east,Crookes & Crosspool,within,Sheffield,"Broomhill & Sharrow Vale is east Crookes & Crosspool, within Sheffield",Is Broomhill & Sharrow Vale west of Crookes & Crosspool and within Sheffield?,No,replace_dir_token
Broomhill & Sharrow Vale,north,Quinton,borders,Ecclesall,"Broomhill & Sharrow Vale is north Quinton, borders Ecclesall",Is Broomhill & Sharrow Vale north of Quinton and borders Ecclesall?,Yes,no_change
Broomhill & Sharrow Vale,north,Quinton,borders,Ecclesall,"Broomhill & Sharrow Vale is north Quinton, borders Ecclesall",Is Ecclesall north of Quinton and borders Broomhill & Sharrow Vale?,No,flip_place_z
Keighley,north,Denton North East,borders,Keighley West,"Keighley is north Denton North East, borders Keighley West",Is Keighley north of Denton North East and borders Keighley West?,Yes,no_change
Keighley,north,Denton North East,borders,Keighley West,"Keighley is north Denton North East, borders Keighley West",Is Denton North East north of Keighley and borders Keighley West?,No,flip_place_y
Dearne North,north,Bentley and Darlaston North,within,Metropolitan Borough of Barnsley,"Dearne North is north Bentley and Darlaston North, within Metropolitan Borough of Barnsley",Is Dearne North north of Bentley and Darlaston North and within Metropolitan Borough of Barnsley?,Yes,no_change
Dearne North,north,Bentley and Darlaston North,within,Metropolitan Borough of Barnsley,"Dearne North is north Bentley and Darlaston North, within Metropolitan Borough of Barnsley",Is Dearne North north of Bentley and Darlaston North and borders Metropolitan Borough of Barnsley?,No,replace_top_token
Dearne North,south,Shiney Row,borders,Dearne South,"Dearne North is south Shiney Row, borders Dearne South",Is Dearne North south of Shiney Row and borders Dearne South?,Yes,no_change
Dearne North,south,Shiney Row,borders,Dearne South,"Dearne North is south Shiney Row, borders Dearne South",Is Dearne South south of Shiney Row and borders Dearne North?,No,flip_place_z
Lamesley,north,Wibsey,within,Metropolitan Borough of Gateshead,"Lamesley is north Wibsey, within Metropolitan Borough of Gateshead",Is Lamesley north of Wibsey and within Metropolitan Borough of Gateshead?,Yes,no_change
Lamesley,north,Wibsey,within,Metropolitan Borough of Gateshead,"Lamesley is north Wibsey, within Metropolitan Borough of Gateshead",Is Metropolitan Borough of Gateshead north of Wibsey and within Lamesley?,No,flip_place_z
Lamesley,west,Pelaw and Heworth,borders,Washington South,"Lamesley is west Pelaw and Heworth, borders Washington South",Is Lamesley west of Pelaw and Heworth and borders Washington South?,Yes,no_change
Lamesley,west,Pelaw and Heworth,borders,Washington South,"Lamesley is west Pelaw and Heworth, borders Washington South",Is Lamesley east of Pelaw and Heworth and borders Washington South?,No,replace_dir_token
Hyde Godley,east,St. Michael's,within,North West Euro Region,"Hyde Godley is east St. Michael's, within North West Euro Region",Is Hyde Godley east of St. Michael's and within North West Euro Region?,Yes,no_change
Hyde Godley,east,St. Michael's,within,North West Euro Region,"Hyde Godley is east St. Michael's, within North West Euro Region",Is Hyde Godley east of St. Michael's and borders North West Euro Region?,No,replace_top_token
Hyde Godley,south,Eccleshill,borders,Hyde Newton,"Hyde Godley is south Eccleshill, borders Hyde Newton",Is Hyde Godley south of Eccleshill and borders Hyde Newton?,Yes,no_change
Hyde Godley,south,Eccleshill,borders,Hyde Newton,"Hyde Godley is south Eccleshill, borders Hyde Newton",Is Hyde Godley south of Eccleshill and within Hyde Newton?,No,replace_top_token
Monk Bretton,west,South Elmsall and South Kirkby,within,Metropolitan Borough of Barnsley,"Monk Bretton is west South Elmsall and South Kirkby, within Metropolitan Borough of Barnsley",Is Monk Bretton west of South Elmsall and South Kirkby and within Metropolitan Borough of Barnsley?,Yes,no_change
Monk Bretton,west,South Elmsall and South Kirkby,within,Metropolitan Borough of Barnsley,"Monk Bretton is west South Elmsall and South Kirkby, within Metropolitan Borough of Barnsley",Is South Elmsall and South Kirkby west of Monk Bretton and within Metropolitan Borough of Barnsley?,No,flip_place_y
