place1,dir,place2_Y,top,place2_Z,dis,place2_W,triplet,question,answer,transition
Soho and Victoria,east,Upper Gornal and Woodsetton,within,Sandwell,close,Tividale,"Soho and Victoria is within Sandwell, close to Tividale, and east of Upper Gornal and Woodsetton",Is Soho and Victoria within Sandwell and close to Tividale and east of Upper Gornal and Woodsetton?,Yes,no_change
Soho and Victoria,east,Upper Gornal and Woodsetton,within,Sandwell,close,Tividale,"Soho and Victoria is within Sandwell, close to Tividale, and east of Upper Gornal and Woodsetton",Is Soho and Victoria within Sandwell and distant to Tividale and east of Upper Gornal and Woodsetton?,No,replace_dis_token
Brockmoor and Pensnett,east,Kingswinford South,within,West Midlands Euro Region,close,West Bromwich Central,"Brockmoor and Pensnett is within West Midlands Euro Region, close to West Bromwich Central, and east of Kingswinford South",Is Brockmoor and Pensnett within West Midlands Euro Region and close to West Bromwich Central and east of Kingswinford South?,Yes,no_change
Brockmoor and Pensnett,east,Kingswinford South,within,West Midlands Euro Region,close,West Bromwich Central,"Brockmoor and Pensnett is within West Midlands Euro Region, close to West Bromwich Central, and east of Kingswinford South",Is West Midlands Euro Region within Brockmoor and Pensnett and close to West Bromwich Central and east of Kingswinford South?,No,flip_place
Moorside,east,Bromley Cross,within,Metropolitan Borough of Bury,distant,Prescot,"Moorside is within Metropolitan Borough of Bury, distant to Prescot, and east of Bromley Cross",Is Moorside within Metropolitan Borough of Bury and distant to Prescot and east of Bromley Cross?,Yes,no_change
Moorside,east,Bromley Cross,within,Metropolitan Borough of Bury,distant,Prescot,"Moorside is within Metropolitan Borough of Bury, distant to Prescot, and east of Bromley Cross",Does Moorside border Metropolitan Borough of Bury and distant to Prescot and east of Bromley Cross?,No,replace_top_token
Harborne,east,Kingswinford South,within,Birmingham,distant,Meriden West Midlands,"Harborne is within Birmingham, distant to Meriden West Midlands, and east of Kingswinford South",Is Harborne within Birmingham and distant to Meriden West Midlands and east of Kingswinford South?,Yes,no_change
Harborne,east,Kingswinford South,within,Birmingham,distant,Meriden West Midlands,"Harborne is within Birmingham, distant to Meriden West Midlands, and east of Kingswinford South",Does Harborne border Birmingham and distant to Meriden West Midlands and east of Kingswinford South?,No,replace_top_token
West Park,east,Wingrove,within,Metropolitan Borough of St Helens,distant,Winton,"West Park is within Metropolitan Borough of St Helens, distant to Winton, and east of Wingrove",Is West Park within Metropolitan Borough of St Helens and distant to Winton and east of Wingrove?,Yes,no_change
West Park,east,Wingrove,within,Metropolitan Borough of St Helens,distant,Winton,"West Park is within Metropolitan Borough of St Helens, distant to Winton, and east of Wingrove",Is Metropolitan Borough of St Helens within West Park and distant to Winton and east of Wingrove?,No,flip_place
Hazel Grove,east,Hale Central,within,Metropolitan Borough of Stockport,distant,Otley and Yeadon,"Hazel Grove is within Metropolitan Borough of Stockport, distant to Otley and Yeadon, and east of Hale Central",Is Hazel Grove within Metropolitan Borough of Stockport and distant to Otley and Yeadon and east of Hale Central?,Yes,no_change
Hazel Grove,east,Hale Central,within,Metropolitan Borough of Stockport,distant,Otley and Yeadon,"Hazel Grove is within Metropolitan Borough of Stockport, distant to Otley and Yeadon, and east of Hale Central",Is Hazel Grove within Metropolitan Borough of Stockport and close to Otley and Yeadon and east of Hale Central?,No,replace_dis_token
Chorlton,east,Worsley Mesnes,within,North West Euro Region,distant,Darton West,"Chorlton is within North West Euro Region, distant to Darton West, and east of Worsley Mesnes",Is Chorlton within North West Euro Region and distant to Darton West and east of Worsley Mesnes?,Yes,no_change
Chorlton,east,Worsley Mesnes,within,North West Euro Region,distant,Darton West,"Chorlton is within North West Euro Region, distant to Darton West, and east of Worsley Mesnes",Is North West Euro Region within Chorlton and distant to Darton West and east of Worsley Mesnes?,No,flip_place
South Yardley,east,Charlemont with Grove Vale,within,West Midlands Euro Region,distant,Sherbourne Warwickshire,"South Yardley is within West Midlands Euro Region, distant to Sherbourne Warwickshire, and east of Charlemont with Grove Vale",Is South Yardley within West Midlands Euro Region and distant to Sherbourne Warwickshire and east of Charlemont with Grove Vale?,Yes,no_change
South Yardley,east,Charlemont with Grove Vale,within,West Midlands Euro Region,distant,Sherbourne Warwickshire,"South Yardley is within West Midlands Euro Region, distant to Sherbourne Warwickshire, and east of Charlemont with Grove Vale",Is South Yardley within West Midlands Euro Region and close to Sherbourne Warwickshire and east of Charlemont with Grove Vale?,No,replace_dis_token
Bromborough,east,Leasowe and Moreton East,within,Metropolitan Borough of Wirral,distant,Ramsbottom,"Bromborough is within Metropolitan Borough of Wirral, distant to Ramsbottom, and east of Leasowe and Moreton East",Is Bromborough within Metropolitan Borough of Wirral and distant to Ramsbottom and east of Leasowe and Moreton East?,Yes,no_change
Bromborough,east,Leasowe and Moreton East,within,Metropolitan Borough of Wirral,distant,Ramsbottom,"Bromborough is within Metropolitan Borough of Wirral, distant to Ramsbottom, and east of Leasowe and Moreton East",Is Bromborough within Metropolitan Borough of Wirral and distant to Ramsbottom and west of Leasowe and Moreton East?,No,replace_dir_token
Halewood North,east,Linacre,within,North West Euro Region,distant,Saddleworth West and Lees,"Halewood North is within North West Euro Region, distant to Saddleworth West and Lees, and east of Linacre",Is Halewood North within North West Euro Region and distant to Saddleworth West and Lees and east of Linacre?,Yes,no_change
Halewood North,east,Linacre,within,North West Euro Region,distant,Saddleworth West and Lees,"Halewood North is within North West Euro Region, distant to Saddleworth West and Lees, and east of Linacre",Is Halewood North within North West Euro Region and close to Saddleworth West and Lees and east of Linacre?,No,replace_dis_token
Upper Gornal and Woodsetton,east,Sedgley,within,Metropolitan Borough of Dudley,distant,Wainbody,"Upper Gornal and Woodsetton is within Metropolitan Borough of Dudley, distant to Wainbody, and east of Sedgley",Is Upper Gornal and Woodsetton within Metropolitan Borough of Dudley and distant to Wainbody and east of Sedgley?,Yes,no_change
Upper Gornal and Woodsetton,east,Sedgley,within,Metropolitan Borough of Dudley,distant,Wainbody,"Upper Gornal and Woodsetton is within Metropolitan Borough of Dudley, distant to Wainbody, and east of Sedgley",Is Metropolitan Borough of Dudley within Upper Gornal and Woodsetton and distant to Wainbody and east of Sedgley?,No,flip_place
Lindley,east,Werneth,within,Yorkshire and the Humber Euro Region,distant,Monk Bretton,"Lindley is within Yorkshire and the Humber Euro Region, distant to Monk Bretton, and east of Werneth",Is Lindley within Yorkshire and the Humber Euro Region and distant to Monk Bretton and east of Werneth?,Yes,no_change
Lindley,east,Werneth,within,Yorkshire and the Humber Euro Region,distant,Monk Bretton,"Lindley is within Yorkshire and the Humber Euro Region, distant to Monk Bretton, and east of Werneth",Is Lindley within Yorkshire and the Humber Euro Region and close to Monk Bretton and east of Werneth?,No,replace_dis_token
Monkseaton South,east,Denton,within,North East Euro Region,distant,Newburn,"Monkseaton South is within North East Euro Region, distant to Newburn, and east of Denton",Is Monkseaton South within North East Euro Region and distant to Newburn and east of Denton?,Yes,no_change
Monkseaton South,east,Denton,within,North East Euro Region,distant,Newburn,"Monkseaton South is within North East Euro Region, distant to Newburn, and east of Denton",Is North East Euro Region within Monkseaton South and distant to Newburn and east of Denton?,No,flip_place
Kingsway,east,Bromley Cross,within,Metropolitan Borough of Rochdale,distant,Royds,"Kingsway is within Metropolitan Borough of Rochdale, distant to Royds, and east of Bromley Cross",Is Kingsway within Metropolitan Borough of Rochdale and distant to Royds and east of Bromley Cross?,Yes,no_change
Kingsway,east,Bromley Cross,within,Metropolitan Borough of Rochdale,distant,Royds,"Kingsway is within Metropolitan Borough of Rochdale, distant to Royds, and east of Bromley Cross",Is Kingsway within Metropolitan Borough of Rochdale and distant to Royds and west of Bromley Cross?,No,replace_dir_token
Bartley Green,east,Belle Vale,within,West Midlands Euro Region,distant,Meriden West Midlands,"Bartley Green is within West Midlands Euro Region, distant to Meriden West Midlands, and east of Belle Vale",Is Bartley Green within West Midlands Euro Region and distant to Meriden West Midlands and east of Belle Vale?,Yes,no_change
Bartley Green,east,Belle Vale,within,West Midlands Euro Region,distant,Meriden West Midlands,"Bartley Green is within West Midlands Euro Region, distant to Meriden West Midlands, and east of Belle Vale",Is Bartley Green within West Midlands Euro Region and close to Meriden West Midlands and east of Belle Vale?,No,replace_dis_token
Worsbrough,east,Bradshaw,within,Metropolitan Borough of Barnsley,distant,Worth Valley,"Worsbrough is within Metropolitan Borough of Barnsley, distant to Worth Valley, and east of Bradshaw",Is Worsbrough within Metropolitan Borough of Barnsley and distant to Worth Valley and east of Bradshaw?,Yes,no_change
Worsbrough,east,Bradshaw,within,Metropolitan Borough of Barnsley,distant,Worth Valley,"Worsbrough is within Metropolitan Borough of Barnsley, distant to Worth Valley, and east of Bradshaw",Is Metropolitan Borough of Barnsley within Worsbrough and distant to Worth Valley and east of Bradshaw?,No,flip_place
Wombwell,east,Picton Cheshire,within,Metropolitan Borough of Barnsley,distant,Mossley,"Wombwell is within Metropolitan Borough of Barnsley, distant to Mossley, and east of Picton Cheshire",Is Wombwell within Metropolitan Borough of Barnsley and distant to Mossley and east of Picton Cheshire?,Yes,no_change
Wombwell,east,Picton Cheshire,within,Metropolitan Borough of Barnsley,distant,Mossley,"Wombwell is within Metropolitan Borough of Barnsley, distant to Mossley, and east of Picton Cheshire",Is Wombwell within Metropolitan Borough of Barnsley and distant to Mossley and west of Picton Cheshire?,No,replace_dir_token
Elton,east,St. Michael's,within,Metropolitan Borough of Bury,distant,Manor,"Elton is within Metropolitan Borough of Bury, distant to Manor, and east of St. Michael's",Is Elton within Metropolitan Borough of Bury and distant to Manor and east of St. Michael's?,Yes,no_change
Elton,east,St. Michael's,within,Metropolitan Borough of Bury,distant,Manor,"Elton is within Metropolitan Borough of Bury, distant to Manor, and east of St. Michael's",Is Metropolitan Borough of Bury within Elton and distant to Manor and east of St. Michael's?,No,flip_place
Billesley,east,Spring Vale,within,West Midlands Euro Region,distant,Blakenhall,"Billesley is within West Midlands Euro Region, distant to Blakenhall, and east of Spring Vale",Is Billesley within West Midlands Euro Region and distant to Blakenhall and east of Spring Vale?,Yes,no_change
Billesley,east,Spring Vale,within,West Midlands Euro Region,distant,Blakenhall,"Billesley is within West Midlands Euro Region, distant to Blakenhall, and east of Spring Vale",Is Billesley within West Midlands Euro Region and distant to Blakenhall and west of Spring Vale?,No,replace_dir_token
Gornal,east,Kingswinford North and Wall Heath,within,Metropolitan Borough of Dudley,distant,Whoberley,"Gornal is within Metropolitan Borough of Dudley, distant to Whoberley, and east of Kingswinford North and Wall Heath",Is Gornal within Metropolitan Borough of Dudley and distant to Whoberley and east of Kingswinford North and Wall Heath?,Yes,no_change
Gornal,east,Kingswinford North and Wall Heath,within,Metropolitan Borough of Dudley,distant,Whoberley,"Gornal is within Metropolitan Borough of Dudley, distant to Whoberley, and east of Kingswinford North and Wall Heath",Is Gornal within Metropolitan Borough of Dudley and close to Whoberley and east of Kingswinford North and Wall Heath?,No,replace_dis_token
