place1,top,place2_Y,dis,place2_Z,triplet,question,answer,transition
Swinton,within,Yorkshire and the Humber Euro Region,distant,Kirkburton,"Swinton is within Yorkshire and the Humber Euro Region, distant Kirkburton",Is Swinton within Yorkshire and the Humber Euro Region and close to Kirkburton?,No,replace_dis_token
Swinton,within,Yorkshire and the Humber Euro Region,far,West Derby,"Swinton is within Yorkshire and the Humber Euro Region, far West Derby",Is Swinton within Yorkshire and the Humber Euro Region and far to West Derby?,Yes,no_change
Swinton,within,Yorkshire and the Humber Euro Region,far,West Derby,"Swinton is within Yorkshire and the Humber Euro Region, far West Derby",Is Swinton within Yorkshire and the Humber Euro Region and near to West Derby?,No,replace_dis_token
Swinton,borders,Mexborough,near,Wingfield,"Swinton is borders Mexborough, near Wingfield",Does Swinton borders Mexborough and near to Wingfield?,Yes,no_change
Swinton,borders,Mexborough,near,Wingfield,"Swinton is borders Mexborough, near Wingfield",Is Swinton within Mexborough and near to Wingfield?,No,replace_top_token
Swinton,borders,Mexborough,close,Wombwell,"Swinton is borders Mexborough, close Wombwell",Does Swinton borders Mexborough and close to Wombwell?,Yes,no_change
Swinton,borders,Mexborough,close,Wombwell,"Swinton is borders Mexborough, close Wombwell",Is Swinton within Mexborough and close to Wombwell?,No,replace_top_token
Abbey,within,West Midlands Euro Region,distant,Sherbourne Warwickshire,"Abbey is within West Midlands Euro Region, distant Sherbourne Warwickshire",Is Abbey within West Midlands Euro Region and distant to Sherbourne Warwickshire?,Yes,no_change
Abbey,within,West Midlands Euro Region,distant,Sherbourne Warwickshire,"Abbey is within West Midlands Euro Region, distant Sherbourne Warwickshire",Does Abbey borders West Midlands Euro Region and distant to Sherbourne Warwickshire?,No,replace_top_token
Abbey,within,West Midlands Euro Region,far,Ilkley,"Abbey is within West Midlands Euro Region, far Ilkley",Is Abbey within West Midlands Euro Region and far to Ilkley?,Yes,no_change
Abbey,within,West Midlands Euro Region,far,Ilkley,"Abbey is within West Midlands Euro Region, far Ilkley",Does Abbey borders West Midlands Euro Region and far to Ilkley?,No,replace_top_token
Abbey,borders,Finstall,near,Soho,"Abbey is borders Finstall, near Soho",Does Abbey borders Finstall and near to Soho?,Yes,no_change
Abbey,borders,Finstall,near,Soho,"Abbey is borders Finstall, near Soho",Does Abbey borders Finstall and far to Soho?,No,replace_dis_token
Abbey,borders,Finstall,close,Wednesbury North,"Abbey is borders Finstall, close Wednesbury North",Does Abbey borders Finstall and close to Wednesbury North?,Yes,no_change
Abbey,borders,Finstall,close,Wednesbury North,"Abbey is borders Finstall, close Wednesbury North",Does Finstall borders Abbey and close to Wednesbury North?,No,flip_place
Walker,borders,Pelaw and Heworth,near,Wardley and Leam Lane,"Walker is borders Pelaw and Heworth, near Wardley and Leam Lane",Does Walker borders Pelaw and Heworth and near to Wardley and Leam Lane?,Yes,no_change
Walker,borders,Pelaw and Heworth,near,Wardley and Leam Lane,"Walker is borders Pelaw and Heworth, near Wardley and Leam Lane",Does Pelaw and Heworth borders Walker and near to Wardley and Leam Lane?,No,flip_place
Walker,borders,Pelaw and Heworth,close,Whickham South and Sunniside,"Walker is borders Pelaw and Heworth, close Whickham South and Sunniside",Does Walker borders Pelaw and Heworth and close to Whickham South and Sunniside?,Yes,no_change
Walker,borders,Pelaw and Heworth,close,Whickham South and Sunniside,"Walker is borders Pelaw and Heworth, close Whickham South and Sunniside",Does Pelaw and Heworth borders Walker and close to Whickham South and Sunniside?,No,flip_place
Croxteth,within,North West Euro Region,distant,Astley Village,"Croxteth is within North West Euro Region, distant Astley Village",Is Croxteth within North West Euro Region and distant to Astley Village?,Yes,no_change
Croxteth,within,North West Euro Region,distant,Astley Village,"Croxteth is within North West Euro Region, distant Astley Village",Does Croxteth borders North West Euro Region and distant to Astley Village?,No,replace_top_token
Croxteth,within,North West Euro Region,far,Washington North,"Croxteth is within North West Euro Region, far Washington North",Is Croxteth within North West Euro Region and far to Washington North?,Yes,no_change
Croxteth,within,North West Euro Region,far,Washington North,"Croxteth is within North West Euro Region, far Washington North",Is Croxteth within North West Euro Region and near to Washington North?,No,replace_dis_token
Croxteth,borders,Prescot,near,Wavertree,"Croxteth is borders Prescot, near Wavertree",Does Croxteth borders Prescot and near to Wavertree?,Yes,no_change
Croxteth,borders,Prescot,near,Wavertree,"Croxteth is borders Prescot, near Wavertree",Does Prescot borders Croxteth and near to Wavertree?,No,flip_place
Croxteth,borders,Prescot,close,Eastham,"Croxteth is borders Prescot, close Eastham",Does Croxteth borders Prescot and close to Eastham?,Yes,no_change
Croxteth,borders,Prescot,close,Eastham,"Croxteth is borders Prescot, close Eastham",Does Prescot borders Croxteth and close to Eastham?,No,flip_place
Southwick,within,City of Sunderland,distant,Whickham North,"Southwick is within City of Sunderland, distant Whickham North",Is Southwick within City of Sunderland and distant to Whickham North?,Yes,no_change
Southwick,within,City of Sunderland,distant,Whickham North,"Southwick is within City of Sunderland, distant Whickham North",Is City of Sunderland within Southwick and distant to Whickham North?,No,flip_place
Southwick,within,City of Sunderland,far,Stockland Green,"Southwick is within City of Sunderland, far Stockland Green",Is Southwick within City of Sunderland and far to Stockland Green?,Yes,no_change
Southwick,within,City of Sunderland,far,Stockland Green,"Southwick is within City of Sunderland, far Stockland Green",Is Southwick within City of Sunderland and near to Stockland Green?,No,replace_dis_token
Southwick,borders,Fulwell,near,Washington North,"Southwick is borders Fulwell, near Washington North",Does Southwick borders Fulwell and near to Washington North?,Yes,no_change
Southwick,borders,Fulwell,near,Washington North,"Southwick is borders Fulwell, near Washington North",Does Southwick borders Fulwell and far to Washington North?,No,replace_dis_token
Southwick,borders,Fulwell,close,Lamesley,"Southwick is borders Fulwell, close Lamesley",Does Southwick borders Fulwell and close to Lamesley?,Yes,no_change
Southwick,borders,Fulwell,close,Lamesley,"Southwick is borders Fulwell, close Lamesley",Does Southwick borders Fulwell and distant to Lamesley?,No,replace_dis_token
Dorridge and Hockley Heath,within,Metropolitan Borough of Solihull,distant,St. Peter's,"Dorridge and Hockley Heath is within Metropolitan Borough of Solihull, distant St. Peter's",Is Dorridge and Hockley Heath within Metropolitan Borough of Solihull and distant to St. Peter's?,Yes,no_change
Dorridge and Hockley Heath,within,Metropolitan Borough of Solihull,distant,St. Peter's,"Dorridge and Hockley Heath is within Metropolitan Borough of Solihull, distant St. Peter's",Is Dorridge and Hockley Heath within Metropolitan Borough of Solihull and close to St. Peter's?,No,replace_dis_token
Dorridge and Hockley Heath,within,Metropolitan Borough of Solihull,far,Fawdon,"Dorridge and Hockley Heath is within Metropolitan Borough of Solihull, far Fawdon",Is Dorridge and Hockley Heath within Metropolitan Borough of Solihull and far to Fawdon?,Yes,no_change
Dorridge and Hockley Heath,within,Metropolitan Borough of Solihull,far,Fawdon,"Dorridge and Hockley Heath is within Metropolitan Borough of Solihull, far Fawdon",Is Metropolitan Borough of Solihull within Dorridge and Hockley Heath and far to Fawdon?,No,flip_place
Dorridge and Hockley Heath,borders,Knowle,near,Shirley East,"Dorridge and Hockley Heath is borders Knowle, near Shirley East",Does Dorridge and Hockley Heath borders Knowle and near to Shirley East?,Yes,no_change
Dorridge and Hockley Heath,borders,Knowle,near,Shirley East,"Dorridge and Hockley Heath is borders Knowle, near Shirley East",Is Dorridge and Hockley Heath within Knowle and near to Shirley East?,No,replace_top_token
Dorridge and Hockley Heath,borders,Knowle,close,Springfield,"Dorridge and Hockley Heath is borders Knowle, close Springfield",Does Dorridge and Hockley Heath borders Knowle and close to Springfield?,Yes,no_change
Dorridge and Hockley Heath,borders,Knowle,close,Springfield,"Dorridge and Hockley Heath is borders Knowle, close Springfield",Is Dorridge and Hockley Heath within Knowle and close to Springfield?,No,replace_top_token
Droylsden West,within,North West Euro Region,distant,Richmond,"Droylsden West is within North West Euro Region, distant Richmond",Is Droylsden West within North West Euro Region and distant to Richmond?,Yes,no_change
Droylsden West,within,North West Euro Region,distant,Richmond,"Droylsden West is within North West Euro Region, distant Richmond",Is North West Euro Region within Droylsden West and distant to Richmond?,No,flip_place
Droylsden West,within,North West Euro Region,far,Wheatley Hills & Intake,"Droylsden West is within North West Euro Region, far Wheatley Hills & Intake",Is Droylsden West within North West Euro Region and far to Wheatley Hills & Intake?,Yes,no_change
Droylsden West,within,North West Euro Region,far,Wheatley Hills & Intake,"Droylsden West is within North West Euro Region, far Wheatley Hills & Intake",Does Droylsden West borders North West Euro Region and far to Wheatley Hills & Intake?,No,replace_top_token
Droylsden West,borders,Droylsden East,near,Longsight,"Droylsden West is borders Droylsden East, near Longsight",Does Droylsden West borders Droylsden East and near to Longsight?,Yes,no_change
Droylsden West,borders,Droylsden East,near,Longsight,"Droylsden West is borders Droylsden East, near Longsight",Does Droylsden East borders Droylsden West and near to Longsight?,No,flip_place
Droylsden West,borders,Droylsden East,close,Hazel Grove,"Droylsden West is borders Droylsden East, close Hazel Grove",Does Droylsden West borders Droylsden East and close to Hazel Grove?,Yes,no_change
Droylsden West,borders,Droylsden East,close,Hazel Grove,"Droylsden West is borders Droylsden East, close Hazel Grove",Does Droylsden West borders Droylsden East and distant to Hazel Grove?,No,replace_dis_token
Whiteleas,within,South Tyneside,distant,Winlaton and High Spen,"Whiteleas is within South Tyneside, distant Winlaton and High Spen",Is Whiteleas within South Tyneside and distant to Winlaton and High Spen?,Yes,no_change
Whiteleas,within,South Tyneside,distant,Winlaton and High Spen,"Whiteleas is within South Tyneside, distant Winlaton and High Spen",Is South Tyneside within Whiteleas and distant to Winlaton and High Spen?,No,flip_place
Whiteleas,within,South Tyneside,far,Denby Dale,"Whiteleas is within South Tyneside, far Denby Dale",Is Whiteleas within South Tyneside and far to Denby Dale?,Yes,no_change
Whiteleas,within,South Tyneside,far,Denby Dale,"Whiteleas is within South Tyneside, far Denby Dale",Is Whiteleas within South Tyneside and near to Denby Dale?,No,replace_dis_token
Whiteleas,borders,Cleadon Park,near,Castle Eden,"Whiteleas is borders Cleadon Park, near Castle Eden",Does Whiteleas borders Cleadon Park and near to Castle Eden?,Yes,no_change
Whiteleas,borders,Cleadon Park,near,Castle Eden,"Whiteleas is borders Cleadon Park, near Castle Eden",Does Whiteleas borders Cleadon Park and far to Castle Eden?,No,replace_dis_token
Whiteleas,borders,Cleadon Park,close,Wingrove,"Whiteleas is borders Cleadon Park, close Wingrove",Does Whiteleas borders Cleadon Park and close to Wingrove?,Yes,no_change
Whiteleas,borders,Cleadon Park,close,Wingrove,"Whiteleas is borders Cleadon Park, close Wingrove",Does Whiteleas borders Cleadon Park and distant to Wingrove?,No,replace_dis_token
Aldridge North and Walsall Wood,within,West Midlands Euro Region,distant,Cheylesmore,"Aldridge North and Walsall Wood is within West Midlands Euro Region, distant Cheylesmore",Is Aldridge North and Walsall Wood within West Midlands Euro Region and distant to Cheylesmore?,Yes,no_change
Aldridge North and Walsall Wood,within,West Midlands Euro Region,distant,Cheylesmore,"Aldridge North and Walsall Wood is within West Midlands Euro Region, distant Cheylesmore",Does Aldridge North and Walsall Wood borders West Midlands Euro Region and distant to Cheylesmore?,No,replace_top_token
Aldridge North and Walsall Wood,within,West Midlands Euro Region,far,Warley,"Aldridge North and Walsall Wood is within West Midlands Euro Region, far Warley",Is Aldridge North and Walsall Wood within West Midlands Euro Region and far to Warley?,Yes,no_change
Aldridge North and Walsall Wood,within,West Midlands Euro Region,far,Warley,"Aldridge North and Walsall Wood is within West Midlands Euro Region, far Warley",Is Aldridge North and Walsall Wood within West Midlands Euro Region and near to Warley?,No,replace_dis_token
Aldridge North and Walsall Wood,borders,Pelsall,near,Streetly,"Aldridge North and Walsall Wood is borders Pelsall, near Streetly",Does Aldridge North and Walsall Wood borders Pelsall and near to Streetly?,Yes,no_change
Aldridge North and Walsall Wood,borders,Pelsall,near,Streetly,"Aldridge North and Walsall Wood is borders Pelsall, near Streetly",Is Aldridge North and Walsall Wood within Pelsall and near to Streetly?,No,replace_top_token
Aldridge North and Walsall Wood,borders,Pelsall,close,St. Peter's,"Aldridge North and Walsall Wood is borders Pelsall, close St. Peter's",Does Aldridge North and Walsall Wood borders Pelsall and close to St. Peter's?,Yes,no_change
Aldridge North and Walsall Wood,borders,Pelsall,close,St. Peter's,"Aldridge North and Walsall Wood is borders Pelsall, close St. Peter's",Is Aldridge North and Walsall Wood within Pelsall and close to St. Peter's?,No,replace_top_token
