question,options,answer,option_sources,concept,top,dis,dir
Which city is located in south of Tuebrook and Stoneycroft?,"A. Bridges
B. Doxey
C. Camperdown",B. Doxey,"hard,correct,random",1,0,0,1
Which city is located in south of Silksworth?,"A. Bamford
B. Penn
C. Rumworth",B. Penn,"hard,correct,random",1,0,0,1
Which city is located in south of Byker?,"A. Upper Gornal and Woodsetton
B. Gorton South
C. Parr",B. Gorton South,"random,correct,hard",1,0,0,1
Which city is located in south of Bridges?,"A. Keighley East
B. Elmdon
C. Prescot South",A. Keighley East,"correct,hard,random",1,0,0,1
Which city is located in south of Wakefield South?,"A. Warbreck
B. Brandwood
C. Halewood North",B. Brandwood,"random,correct,hard",1,0,0,1
Which city is located in south of Conisbrough Parks?,"A. Penistone
B. Walkergate
C. Kingswinford North and Wall Heath",C. Kingswinford North and Wall Heath,"hard,random,correct",1,0,0,1
Which city is located in south of Central?,"A. Kingstanding
B. Cross Gates and Whinmoor
C. Hall Green",A. Kingstanding,"correct,random,hard",1,0,0,1
Which city is located in south of Didsbury West?,"A. Smith's Wood
B. Radford
C. Westoe",A. Smith's Wood,"correct,random,hard",1,0,0,1
Which city is located in south of Heatons North?,"A. Metropolitan Borough of Solihull
B. Upper Gornal and Woodsetton
C. South Elmsall and South Kirkby",B. Upper Gornal and Woodsetton,"hard,correct,random",1,0,0,1
Which city is located in south of Heaton and Lostock?,"A. Kings Norton
B. Bingley
C. Merry Hill",A. Kings Norton,"correct,random,hard",1,0,0,1
Which city is located in south of Sedgley?,"A. Palfrey
B. Norton
C. Springfield",C. Springfield,"hard,random,correct",1,0,0,1
Which city is located in south of Lamesley?,"A. Town
B. Windhill and Wrose
C. Brooklands",C. Brooklands,"random,hard,correct",1,0,0,1
Which city is located in south of St. Mary's?,"A. Tettenhall Regis
B. Reddish North
C. Bilston North",C. Bilston North,"hard,random,correct",1,0,0,1
Which city is located in south of Windy Nook and Whitehills?,"A. Langworthy
B. Norwood
C. Wednesfield North",B. Norwood,"random,correct,hard",1,0,0,1
Which city is located in south of Orrell?,"A. Cressington
B. Claremont
C. Metropolitan Borough of Bolton",A. Cressington,"correct,hard,random",1,0,0,1
Which city is located in south of Dewsbury West?,"A. Belle Vale
B. Lye and Stourbridge North
C. Leigh West",A. Belle Vale,"correct,hard,random",1,0,0,1
Which city is located in south of Calverley and Farsley?,"A. Lower Stoke
B. Cradley and Wollescote
C. Keppel",C. Keppel,"hard,random,correct",1,0,0,1
Which city is located in south of Wardle and West Littleborough?,"A. Roby
B. Hyde Werneth
C. Didsbury East",B. Hyde Werneth,"hard,correct,random",1,0,0,1
Which city is located in south of Hebburn South?,"A. Droylsden East
B. Sherbourne Warwickshire
C. Norton & Askern",A. Droylsden East,"correct,hard,random",1,0,0,1
Which city is located in south of Ryton Crookhill and Stella?,"A. Mexborough
B. Dinnington St. John's
C. Cradley and Wollescote",A. Mexborough,"correct,random,hard",1,0,0,1
Which city is located in south of St. Gabriels?,"A. Blackheath
B. Cleckheaton
C. Nechells",C. Nechells,"hard,random,correct",1,0,0,1
Which city is located in south of Atherleigh?,"A. Dorridge and Hockley Heath
B. Greenbank
C. Finstall",C. Finstall,"hard,random,correct",1,0,0,1
Which city is located in south of Morley South?,"A. Castle Eden
B. Princes End
C. Gipton and Harehills",B. Princes End,"random,correct,hard",1,0,0,1
Which city is located in south of Chopwell and Rowlands Gill?,"A. Tickhill & Wadsworth
B. Sudell
C. Denton",B. Sudell,"hard,correct,random",1,0,0,1
Which city is located in south of Crompton?,"A. Cheadle Hulme North
B. St. James's
C. Blakenall",A. Cheadle Hulme North,"correct,random,hard",1,0,0,1
Which city is located in south of Ravenmeols?,"A. Holbrook
B. Soho
C. Bloxwich East",A. Holbrook,"correct,hard,random",1,0,0,1
Which city is located in south of Old Moat?,"A. Great Barr with Yew Tree
B. Bramhall North
C. Little Hulton",A. Great Barr with Yew Tree,"correct,hard,random",1,0,0,1
Which city is located in south of Ancoats and Clayton?,"A. Hebburn South
B. Elmdon
C. Benton",B. Elmdon,"hard,correct,random",1,0,0,1
Which city is located in south of Ramsbottom?,"A. North Manor
B. Hoylake and Meols
C. Didsbury West",A. North Manor,"correct,hard,random",1,0,0,1
Which city is located in south of Weaste and Seedley?,"A. Sheldon
B. Failsworth West
C. Davenport and Cale Green",C. Davenport and Cale Green,"hard,random,correct",1,0,0,1
Which city is located in south of Kenton?,"A. St. Oswald
B. Redvales
C. Belle Vale",B. Redvales,"random,correct,hard",1,0,0,1
Which city is located in south of Atherton?,"A. Knowle
B. Dinnington St. John's
C. Stockland Green",A. Knowle,"correct,random,hard",1,0,0,1
Which city is located in south of Little Horton?,"A. Woodhouse
B. Sedgley
C. Roundhay",A. Woodhouse,"correct,hard,random",1,0,0,1
Which city is located in south of Chopwell and Rowlands Gill?,"A. Metropolitan Borough of Rochdale
B. Tickhill & Wadsworth
C. St. Oswald",C. St. Oswald,"random,hard,correct",1,0,0,1
Which city is located in south of Crofton Ryhill and Walton?,"A. Cheetham
B. Shirley East
C. Richmond",B. Shirley East,"random,correct,hard",1,0,0,1
Which city is located in south of Ilkley?,"A. County Borough of Leeds
B. Higher Blackley
C. North Tyneside",B. Higher Blackley,"random,correct,hard",1,0,0,1
Which city is located in south of Warbreck?,"A. Bushbury South and Low Hill
B. Halewood
C. Crookes & Crosspool",A. Bushbury South and Low Hill,"correct,hard,random",1,0,0,1
Which city is located in south of Beacon and Bents?,"A. St. James'
B. Norwood
C. Walkden South",B. Norwood,"random,correct,hard",1,0,0,1
Which city is located in south of Village?,"A. City of Salford
B. Harpurhey
C. Oscott",C. Oscott,"random,hard,correct",1,0,0,1
Which city is located in south of Southwick?,"A. Thornton and Allerton
B. Shevington
C. Pedmore and Stourbridge East",C. Pedmore and Stourbridge East,"hard,random,correct",1,0,0,1
Which city is located in south of Bloxwich West?,"A. Birkdale
B. Finstall
C. Charlemont with Grove Vale",B. Finstall,"random,correct,hard",1,0,0,1
Which city is located in south of Knottingley?,"A. St. Anne's
B. Sutton Vesey
C. Tyburn",B. Sutton Vesey,"random,correct,hard",1,0,0,1
Which city is located in south of Houghton?,"A. Shirley West
B. Wardley and Leam Lane
C. Bournville",C. Bournville,"hard,random,correct",1,0,0,1
Which city is located in south of Castle?,"A. Henley
B. Kingsway
C. Moseley and Kings Heath",C. Moseley and Kings Heath,"hard,random,correct",1,0,0,1
Which city is located in south of Pendlebury?,"A. Altofts and Whitwood
B. Darlaston South
C. Wharfedale",B. Darlaston South,"hard,correct,random",1,0,0,1
Which city is located in south of Wyke?,"A. Edlington & Warmsworth
B. Didsbury West
C. Short Heath",C. Short Heath,"random,hard,correct",1,0,0,1
Which city is located in south of Holme Valley?,"A. Charlemont with Grove Vale
B. Great Bridge
C. Soho and Victoria",B. Great Bridge,"hard,correct,random",1,0,0,1
Which city is located in south of Wibsey?,"A. Aldridge North and Walsall Wood
B. Woodlands
C. Whalley Range",C. Whalley Range,"random,hard,correct",1,0,0,1
Which city is located in south of Reddish North?,"A. Urmston
B. Blundellsands
C. Dorridge and Hockley Heath",C. Dorridge and Hockley Heath,"hard,random,correct",1,0,0,1
Which city is located in south of Beauchief & Greenhill?,"A. Short Heath
B. Ladywood
C. Westoe",A. Short Heath,"correct,hard,random",1,0,0,1
Which city is located in south of Harpurhey?,"A. Weoley
B. Harewood
C. City of Sunderland",A. Weoley,"correct,random,hard",1,0,0,1
Which city is located in south of Chapel Allerton?,"A. Eccleston St Helens
B. Chorlton Park
C. Cheadle and Gatley",C. Cheadle and Gatley,"random,hard,correct",1,0,0,1
Which city is located in south of Park?,"A. Bradford
B. Ardwick
C. Wallasey",C. Wallasey,"hard,random,correct",1,0,0,1
Which city is located in south of High Fell?,"A. Harborne
B. Cambridge
C. Bredbury Green and Romiley",A. Harborne,"correct,hard,random",1,0,0,1
Which city is located in south of Cleckheaton?,"A. Olton
B. Abram
C. Wyken",C. Wyken,"hard,random,correct",1,0,0,1
Which city is located in south of Doxford?,"A. Manchester
B. Ardsley and Robin Hood
C. Droylsden West",B. Ardsley and Robin Hood,"random,correct,hard",1,0,0,1
Which city is located in south of Manor Castle?,"A. St. Peter's
B. Hall Green
C. Park",B. Hall Green,"random,correct,hard",1,0,0,1
Which city is located in south of Roman Ridge?,"A. Tettenhall Wightwick
B. Bushbury South and Low Hill
C. Kingswinford North and Wall Heath",B. Bushbury South and Low Hill,"hard,correct,random",1,0,0,1
Which city is located in south of Warbreck?,"A. Blakenhall
B. Cleadon and East Boldon
C. Bournville",C. Bournville,"hard,random,correct",1,0,0,1
Which city is located in south of Greenhead?,"A. Gorse Hill
B. Blakenhall
C. Bredbury Green and Romiley",B. Blakenhall,"random,correct,hard",1,0,0,1
Which city is located in south of Kersal?,"A. High Fell
B. Short Heath
C. Brooklands",C. Brooklands,"random,hard,correct",1,0,0,1
Which city is located in south of St. Peter's?,"A. Bloxwich West
B. Stocksbridge & Upper Don
C. Bartley Green",B. Stocksbridge & Upper Don,"hard,correct,random",1,0,0,1
Which city is located in south of Wakefield West?,"A. Worsbrough
B. Maltby South Yorkshire
C. Manchester",A. Worsbrough,"correct,hard,random",1,0,0,1
Which city is located in south of Ouseburn?,"A. Manor
B. Sedgley
C. County Borough of Leeds",A. Manor,"correct,hard,random",1,0,0,1
Which city is located in south of Fellgate and Hedworth?,"A. Bickenhill
B. Blakenall
C. Stockland Green",A. Bickenhill,"correct,hard,random",1,0,0,1
Which city is located in south of Horsley Hill?,"A. Horbury and South Ossett
B. Leasowe and Moreton East
C. Blackheath",C. Blackheath,"random,hard,correct",1,0,0,1
Which city is located in south of Chadderton South?,"A. Halesowen North
B. Standish with Langtree
C. Hazel Grove",A. Halesowen North,"correct,random,hard",1,0,0,1
Which city is located in south of Westgate?,"A. Wainbody
B. Worsley Mesnes
C. Belle Vale",C. Belle Vale,"hard,random,correct",1,0,0,1
Which city is located in south of Chirton?,"A. Golcar
B. Manor
C. Willenhall South",B. Manor,"hard,correct,random",1,0,0,1
Which city is located in south of Rusholme?,"A. Knowle
B. Cheetham
C. Cheadle Hulme North",A. Knowle,"correct,random,hard",1,0,0,1
Which city is located in south of Chopwell and Rowlands Gill?,"A. Bilston North
B. Linacre
C. Tickhill & Wadsworth",C. Tickhill & Wadsworth,"random,hard,correct",1,0,0,1
Which city is located in south of Woolsington?,"A. Cheadle Hulme North
B. Longdendale
C. Graiseley",C. Graiseley,"random,hard,correct",1,0,0,1
Which city is located in south of Duke's?,"A. Coseley East
B. Cradley Heath and Old Hill
C. Calderdale",A. Coseley East,"correct,random,hard",1,0,0,1
Which city is located in south of Sprotbrough and Cusworth?,"A. Birchills Leamore
B. North Middleton
C. Woodlands",A. Birchills Leamore,"correct,random,hard",1,0,0,1
Which city is located in south of Beacon and Bents?,"A. Whiteleas
B. Norwood
C. Selly Oak",A. Whiteleas,"correct,hard,random",1,0,0,1
Which city is located in south of Whitley Bay?,"A. Westwood
B. Edgbaston
C. Wyken",B. Edgbaston,"hard,correct,random",1,0,0,1
Which city is located in south of Davyhulme East?,"A. Shard End
B. Kingstone
C. Longford",A. Shard End,"correct,hard,random",1,0,0,1
Which city is located in south of Stocksbridge & Upper Don?,"A. Edgbaston
B. Blakenall
C. Pendlebury",B. Blakenall,"hard,correct,random",1,0,0,1
Which city is located in south of St. Chad's?,"A. Upton
B. Kingsway
C. Bloxwich East",A. Upton,"correct,hard,random",1,0,0,1
Which city is located in south of Broughton?,"A. Hayley Green and Cradley South
B. Tynemouth
C. Foleshill",C. Foleshill,"hard,random,correct",1,0,0,1
Which city is located in south of Broughton?,"A. Foleshill
B. Ackworth North Elmsall and Upton
C. Hayley Green and Cradley South",C. Hayley Green and Cradley South,"hard,random,correct",1,0,0,1
Which city is located in south of Shaw?,"A. Radcliffe West
B. Lower Stoke
C. Hyde Werneth",B. Lower Stoke,"random,correct,hard",1,0,0,1
Which city is located in south of Ryburn?,"A. Stannington
B. Besses
C. Altrincham",A. Stannington,"correct,random,hard",1,0,0,1
Which city is located in south of Royston?,"A. Greets Green and Lyng
B. Chelmsley Wood
C. Oldbury",B. Chelmsley Wood,"random,correct,hard",1,0,0,1
Which city is located in south of Horwich and Blackrod?,"A. Princes Park
B. Lower Stoke
C. Selly Oak",C. Selly Oak,"hard,random,correct",1,0,0,1
Which city is located in south of Tipton Green?,"A. Douglas
B. Rowley
C. Bentley and Darlaston North",B. Rowley,"hard,correct,random",1,0,0,1
Which city is located in south of Houghton?,"A. Bournville
B. Shirley West
C. Tottington",B. Shirley West,"hard,correct,random",1,0,0,1
Which city is located in south of Rothwell?,"A. Washington West
B. Killingbeck and Seacroft
C. Darnall",C. Darnall,"random,hard,correct",1,0,0,1
Which city is located in south of Horbury and South Ossett?,"A. Keighley West
B. Belle Vale
C. Bentley",B. Belle Vale,"hard,correct,random",1,0,0,1
Which city is located in south of Dore & Totley?,"A. Rowley
B. Stanley and Outwood East
C. Elmdon",C. Elmdon,"random,hard,correct",1,0,0,1
Which city is located in south of Chopwell and Rowlands Gill?,"A. Aspull New Springs Whelley
B. St. Oswald
C. Lye and Stourbridge North",C. Lye and Stourbridge North,"random,hard,correct",1,0,0,1
Which city is located in south of Wardley and Leam Lane?,"A. Todmorden
B. Blackrod
C. Village",C. Village,"hard,random,correct",1,0,0,1
Which city is located in south of South Middleton?,"A. Redhill
B. Timperley
C. Almondbury",B. Timperley,"random,correct,hard",1,0,0,1
Which city is located in south of Cleckheaton?,"A. Wyken
B. Olton
C. Morley West Yorkshire",B. Olton,"hard,correct,random",1,0,0,1
Which city is located in south of Didsbury East?,"A. Quinton
B. West Ecclesfield
C. Parklands",A. Quinton,"correct,hard,random",1,0,0,1
Which city is located in south of West Gosforth?,"A. Wath
B. Morley West Yorkshire
C. Littleborough Lakeside",A. Wath,"correct,hard,random",1,0,0,1
Which city is located in south of Spotland and Falinge?,"A. Metropolitan Borough of Oldham
B. Kersal
C. Wingfield",B. Kersal,"hard,correct,random",1,0,0,1
Which city is located in south of Horsforth?,"A. Greasby Frankby and Irby
B. Broadheath
C. Dorridge and Hockley Heath",C. Dorridge and Hockley Heath,"hard,random,correct",1,0,0,1
Which city is located in south of Knottingley?,"A. Sutton Vesey
B. Sharston
C. Tyburn",C. Tyburn,"hard,random,correct",1,0,0,1
Which city is located in south of Town?,"A. Golcar
B. Langley
C. Allerton and Hunts Cross",A. Golcar,"correct,random,hard",1,0,0,1
Which city is located in south of Dene?,"A. Horwich
B. West Park
C. Roby",A. Horwich,"correct,hard,random",1,0,0,1
Which city is located in south of Sandhill?,"A. Luddendenfoot
B. Langley
C. Kippax West Yorkshire",C. Kippax West Yorkshire,"random,hard,correct",1,0,0,1
Which city is located in south of Dunston and Teams?,"A. Page Moss
B. Orgreave South Yorkshire
C. Chadderton South",B. Orgreave South Yorkshire,"random,correct,hard",1,0,0,1
Which city is located in south of Birtley?,"A. Denton North East
B. Ovenden
C. Weetslade",B. Ovenden,"random,correct,hard",1,0,0,1
Which city is located in south of Little Lever and Darcy Lever?,"A. Didsbury West
B. Knotty Ash
C. Great Bridge",C. Great Bridge,"hard,random,correct",1,0,0,1
Which city is located in south of Millfield?,"A. Belle Vale
B. Nechells
C. Crumpsall",A. Belle Vale,"correct,random,hard",1,0,0,1
Which city is located in south of Park & Arbourthorne?,"A. City of Wakefield
B. Kings Norton
C. Pelsall",C. Pelsall,"random,hard,correct",1,0,0,1
Which city is located in south of Heswall?,"A. Luddendenfoot
B. St. Gabriels
C. Stockland Green",C. Stockland Green,"random,hard,correct",1,0,0,1
Which city is located in south of Ravenmeols?,"A. Bredbury and Woodley
B. St. Thomas's
C. Soho",C. Soho,"random,hard,correct",1,0,0,1
Which city is located in south of Adel and Wharfedale?,"A. Windhill and Wrose
B. Stretford
C. St. Peter's",B. Stretford,"random,correct,hard",1,0,0,1
Which city is located in south of Westoe?,"A. Bebington
B. Gornal
C. Kirkstall",C. Kirkstall,"hard,random,correct",1,0,0,1
Which city is located in south of Lamesley?,"A. Brooklands
B. Windhill and Wrose
C. Denton North East",B. Windhill and Wrose,"hard,correct,random",1,0,0,1
