place1,dis,place2_Y,dir,place2_Z,triplet,question,options,answer,option_sources
Wordsley,distant,Bickenhill,west,Weoley,"Wordsley is distant Bickenhill, west Weoley",Which city is distant to Bickenhill and also west from Weoley?,"A. Simonside and Rekendyke
B. Cradley and Wollescote
C. Wordsley",C. Wordsley,"random,partial,correct"
Wordsley,far,Picton Cheshire,north,Norton,"Wordsley is far Picton Cheshire, north Norton",Which city is far to Picton Cheshire and also north from Norton?,"A. Wordsley
B. Sandhill
C. Woolsington",A. Wordsley,"correct,random,partial"
Reddish South,near,Rusholme,south,Pelaw and Heworth,"Reddish South is near Rusholme, south Pelaw and Heworth",Which city is near to Rusholme and also south from Pelaw and Heworth?,"A. Reddish South
B. Barton
C. Pelsall",A. Reddish South,"correct,partial,random"
Reddish South,close,Smallbridge and Firgrove,west,Tickhill & Wadsworth,"Reddish South is close Smallbridge and Firgrove, west Tickhill & Wadsworth",Which city is close to Smallbridge and Firgrove and also west from Tickhill & Wadsworth?,"A. Reddish South
B. Birtley
C. West Park",A. Reddish South,"correct,random,partial"
Reddish South,distant,Roby,north,Lower Stoke,"Reddish South is distant Roby, north Lower Stoke",Which city is distant to Roby and also north from Lower Stoke?,"A. Paddock
B. Wingfield
C. Reddish South",C. Reddish South,"random,partial,correct"
Reddish South,far,Edenthorpe,east,Stretford,"Reddish South is far Edenthorpe, east Stretford",Which city is far to Edenthorpe and also east from Stretford?,"A. Reddish South
B. Parklands
C. Silverwood",A. Reddish South,"correct,partial,random"
Littleborough Lakeside,near,Todmorden,north,Netherton Woodside and St. Andrews,"Littleborough Lakeside is near Todmorden, north Netherton Woodside and St. Andrews",Which city is near to Todmorden and also north from Netherton Woodside and St. Andrews?,"A. Bloxwich East
B. Littleborough Lakeside
C. Wharfedale",B. Littleborough Lakeside,"random,correct,partial"
Littleborough Lakeside,close,Newsome,east,Atherton,"Littleborough Lakeside is close Newsome, east Atherton",Which city is close to Newsome and also east from Atherton?,"A. Old Moat
B. Irwell Riverside
C. Littleborough Lakeside",C. Littleborough Lakeside,"partial,random,correct"
Littleborough Lakeside,distant,Northwood,west,Holme Valley North,"Littleborough Lakeside is distant Northwood, west Holme Valley North",Which city is distant to Northwood and also west from Holme Valley North?,"A. Didsbury East
B. Bredbury Green and Romiley
C. Littleborough Lakeside",C. Littleborough Lakeside,"partial,random,correct"
Littleborough Lakeside,far,St. Peter's,south,South Heaton,"Littleborough Lakeside is far St. Peter's, south South Heaton",Which city is far to St. Peter's and also south from South Heaton?,"A. Pontefract South
B. Littleborough Lakeside
C. Armthorpe",B. Littleborough Lakeside,"random,correct,partial"
Beighton,near,Wales South Yorkshire,east,West Middleton,"Beighton is near Wales South Yorkshire, east West Middleton",Which city is near to Wales South Yorkshire and also east from West Middleton?,"A. Beighton
B. Wakefield East
C. South Jesmond",A. Beighton,"correct,partial,random"
Beighton,close,Silverwood,south,Calverley and Farsley,"Beighton is close Silverwood, south Calverley and Farsley",Which city is close to Silverwood and also south from Calverley and Farsley?,"A. Chelmsley Wood
B. Beighton
C. Blythe",B. Beighton,"partial,correct,random"
Beighton,distant,Colne Valley,north,Wednesbury North,"Beighton is distant Colne Valley, north Wednesbury North",Which city is distant to Colne Valley and also north from Wednesbury North?,"A. Colne Valley
B. Manningham
C. Beighton",C. Beighton,"random,partial,correct"
Beighton,far,Brooklands,west,Wales South Yorkshire,"Beighton is far Brooklands, west Wales South Yorkshire",Which city is far to Brooklands and also west from Wales South Yorkshire?,"A. Beighton
B. Coldhurst
C. Blackheath",A. Beighton,"correct,random,partial"
Ashton Waterloo,near,Audenshaw,south,Felling,"Ashton Waterloo is near Audenshaw, south Felling",Which city is near to Audenshaw and also south from Felling?,"A. Kearsley
B. Ashton Waterloo
C. Upper Gornal and Woodsetton",B. Ashton Waterloo,"random,correct,partial"
Ashton Waterloo,close,Crumpsall,east,Cambridge,"Ashton Waterloo is close Crumpsall, east Cambridge",Which city is close to Crumpsall and also east from Cambridge?,"A. Brinnington and Central
B. Crofton Ryhill and Walton
C. Ashton Waterloo",C. Ashton Waterloo,"random,partial,correct"
Ashton Waterloo,distant,Royds,north,Oscott,"Ashton Waterloo is distant Royds, north Oscott",Which city is distant to Royds and also north from Oscott?,"A. Ashton Waterloo
B. Kirkdale
C. Washington North",A. Ashton Waterloo,"correct,random,partial"
Ashton Waterloo,far,Fenham,west,Hellaby,"Ashton Waterloo is far Fenham, west Hellaby",Which city is far to Fenham and also west from Hellaby?,"A. Standish with Langtree
B. Ashton Waterloo
C. Thorne & Moorends",B. Ashton Waterloo,"partial,correct,random"
South Middleton,near,West Heywood,south,Benton,"South Middleton is near West Heywood, south Benton",Which city is near to West Heywood and also south from Benton?,"A. South Middleton
B. Denby Dale
C. Rock Ferry",A. South Middleton,"correct,random,partial"
South Middleton,close,Astley Village,north,Hayley Green and Cradley South,"South Middleton is close Astley Village, north Hayley Green and Cradley South",Which city is close to Astley Village and also north from Hayley Green and Cradley South?,"A. South Middleton
B. Gorse Hill
C. Whoberley",A. South Middleton,"correct,partial,random"
South Middleton,distant,Warley,east,Meols,"South Middleton is distant Warley, east Meols",Which city is distant to Warley and also east from Meols?,"A. Leigh West
B. South Middleton
C. Tyldesley",B. South Middleton,"random,correct,partial"
South Middleton,far,St. Chad's,west,Darton East,"South Middleton is far St. Chad's, west Darton East",Which city is far to St. Chad's and also west from Darton East?,"A. Silverwood
B. South Middleton
C. Crofton Ryhill and Walton",B. South Middleton,"partial,correct,random"
Maltby South Yorkshire,near,Dinnington St. John's,north,Great Bridge,"Maltby South Yorkshire is near Dinnington St. John's, north Great Bridge",Which city is near to Dinnington St. John's and also north from Great Bridge?,"A. Washington Central
B. Hyde Newton
C. Maltby South Yorkshire",C. Maltby South Yorkshire,"random,partial,correct"
Maltby South Yorkshire,close,Orgreave South Yorkshire,east,Bradford,"Maltby South Yorkshire is close Orgreave South Yorkshire, east Bradford",Which city is close to Orgreave South Yorkshire and also east from Bradford?,"A. Balby South
B. Maltby South Yorkshire
C. Farnley and Wortley",B. Maltby South Yorkshire,"partial,correct,random"
Maltby South Yorkshire,distant,Penistone,south,Cleadon Park,"Maltby South Yorkshire is distant Penistone, south Cleadon Park",Which city is distant to Penistone and also south from Cleadon Park?,"A. Maltby South Yorkshire
B. Gipton and Harehills
C. Oldbury",A. Maltby South Yorkshire,"correct,partial,random"
Maltby South Yorkshire,far,Rainhill,west,Finningley,"Maltby South Yorkshire is far Rainhill, west Finningley",Which city is far to Rainhill and also west from Finningley?,"A. Bolton and Undercliffe
B. Maltby South Yorkshire
C. Manor",B. Maltby South Yorkshire,"partial,correct,random"
Knowle,near,Bickenhill,south,Kirkburton,"Knowle is near Bickenhill, south Kirkburton",Which city is near to Bickenhill and also south from Kirkburton?,"A. Brinsworth and Catcliffe
B. Newton
C. Knowle",C. Knowle,"random,partial,correct"
Knowle,close,Old Warley,east,Lye and Stourbridge North,"Knowle is close Old Warley, east Lye and Stourbridge North",Which city is close to Old Warley and also east from Lye and Stourbridge North?,"A. Knowle
B. Woodhouse
C. Elmdon",A. Knowle,"correct,random,partial"
Knowle,distant,Willenhall North,west,Henley,"Knowle is distant Willenhall North, west Henley",Which city is distant to Willenhall North and also west from Henley?,"A. Northfield
B. Knowle
C. Pleck",B. Knowle,"partial,correct,random"
Werneth,close,Mossley,east,Wavertree,"Werneth is close Mossley, east Wavertree",Which city is close to Mossley and also east from Wavertree?,"A. Davenport and Cale Green
B. Werneth
C. Wakefield Rural",B. Werneth,"partial,correct,random"
Werneth,distant,Wrenthorpe and Outwood West,south,Horsley Hill,"Werneth is distant Wrenthorpe and Outwood West, south Horsley Hill",Which city is distant to Wrenthorpe and Outwood West and also south from Horsley Hill?,"A. Stanley and Outwood East
B. Lye and Stourbridge North
C. Werneth",C. Werneth,"partial,random,correct"
Werneth,far,Blakelaw and North Fenham,west,Richmond,"Werneth is far Blakelaw and North Fenham, west Richmond",Which city is far to Blakelaw and North Fenham and also west from Richmond?,"A. Werneth
B. Woodlands
C. Derby",A. Werneth,"correct,partial,random"
Cadishead,near,Leigh East,north,Earlsdon,"Cadishead is near Leigh East, north Earlsdon",Which city is near to Leigh East and also north from Earlsdon?,"A. Hellaby
B. Ryburn
C. Cadishead",C. Cadishead,"random,partial,correct"
Cadishead,close,Astley Village,west,Weaste and Seedley,"Cadishead is close Astley Village, west Weaste and Seedley",Which city is close to Astley Village and also west from Weaste and Seedley?,"A. Harington
B. Tettenhall Regis
C. Cadishead",C. Cadishead,"partial,random,correct"
Cadishead,distant,Central Rochdale,south,Washington Central,"Cadishead is distant Central Rochdale, south Washington Central",Which city is distant to Central Rochdale and also south from Washington Central?,"A. Cadishead
B. St. Pauls
C. Hipperholme and Lightcliffe",A. Cadishead,"correct,partial,random"
Cadishead,far,Roundhay,east,Oxton,"Cadishead is far Roundhay, east Oxton",Which city is far to Roundhay and also east from Oxton?,"A. Croxteth
B. Gorton North
C. Cadishead",C. Cadishead,"random,partial,correct"
Dene,near,Elswick,north,Ryhope,"Dene is near Elswick, north Ryhope",Which city is near to Elswick and also north from Ryhope?,"A. Dene
B. Dearne North
C. St. Michael's",A. Dene,"correct,random,partial"
Dene,close,Washington East,west,Whitley Bay,"Dene is close Washington East, west Whitley Bay",Which city is close to Washington East and also west from Whitley Bay?,"A. East Gosforth
B. Dene
C. Greasby Frankby and Irby",B. Dene,"partial,correct,random"
Dene,far,Mosborough,south,Longbenton,"Dene is far Mosborough, south Longbenton",Which city is far to Mosborough and also south from Longbenton?,"A. Dene
B. Cudworth
C. Halesowen North",A. Dene,"correct,random,partial"
Benton,near,Riverside,north,Pheasey Park Farm,"Benton is near Riverside, north Pheasey Park Farm",Which city is near to Riverside and also north from Pheasey Park Farm?,"A. Benton
B. Pendlebury
C. Radford",A. Benton,"correct,partial,random"
Benton,close,St. Mary's,east,East Gosforth,"Benton is close St. Mary's, east East Gosforth",Which city is close to St. Mary's and also east from East Gosforth?,"A. Benton
B. Hoyland Milton
C. Howdon",A. Benton,"correct,random,partial"
Benton,far,Dukinfield Stalybridge,west,Battle Hill,"Benton is far Dukinfield Stalybridge, west Battle Hill",Which city is far to Dukinfield Stalybridge and also west from Battle Hill?,"A. Derby
B. Benton
C. Blythe",B. Benton,"partial,correct,random"
Prescot South,near,Rainford,north,Stechford and Yardley North,"Prescot South is near Rainford, north Stechford and Yardley North",Which city is near to Rainford and also north from Stechford and Yardley North?,"A. Crosland Moor and Netherton
B. Prescot South
C. Pheasey Park Farm",B. Prescot South,"random,correct,partial"
Prescot South,close,Sutton Weaver (civil parish),west,East,"Prescot South is close Sutton Weaver (civil parish), west East",Which city is close to Sutton Weaver (civil parish) and also west from East?,"A. Prescot South
B. Shevington
C. Meols",A. Prescot South,"correct,random,partial"
Prescot South,distant,Sedgley,east,Molyneux,"Prescot South is distant Sedgley, east Molyneux",Which city is distant to Sedgley and also east from Molyneux?,"A. Wigan Central
B. Swinton North
C. Prescot South",C. Prescot South,"partial,random,correct"
Prescot South,far,Southey,south,Pemberton,"Prescot South is far Southey, south Pemberton",Which city is far to Southey and also south from Pemberton?,"A. Bradshaw
B. Prescot South
C. Nechells",B. Prescot South,"partial,correct,random"
Riverside,near,West Park,north,Aldridge North and Walsall Wood,"Riverside is near West Park, north Aldridge North and Walsall Wood",Which city is near to West Park and also north from Aldridge North and Walsall Wood?,"A. Riverside
B. Moston
C. Knotty Ash",A. Riverside,"correct,partial,random"
Riverside,close,Eccleston St Helens,west,Stretford,"Riverside is close Eccleston St Helens, west Stretford",Which city is close to Eccleston St Helens and also west from Stretford?,"A. Astley Mosley Common
B. Ovenden
C. Riverside",C. Riverside,"partial,random,correct"
Riverside,distant,Sharston,south,Denton,"Riverside is distant Sharston, south Denton",Which city is distant to Sharston and also south from Denton?,"A. Halesowen South
B. Hyde Godley
C. Riverside",C. Riverside,"random,partial,correct"
Riverside,far,Silhill,east,Ryton Crookhill and Stella,"Riverside is far Silhill, east Ryton Crookhill and Stella",Which city is far to Silhill and also east from Ryton Crookhill and Stella?,"A. Riverside
B. Radcliffe North
C. Newton",A. Riverside,"correct,partial,random"
Hipperholme and Lightcliffe,near,Wibsey,south,St. Anne's,"Hipperholme and Lightcliffe is near Wibsey, south St. Anne's",Which city is near to Wibsey and also south from St. Anne's?,"A. Hipperholme and Lightcliffe
B. Armley
C. Fulwood",A. Hipperholme and Lightcliffe,"correct,partial,random"
Hipperholme and Lightcliffe,close,Penistone,north,Selly Oak,"Hipperholme and Lightcliffe is close Penistone, north Selly Oak",Which city is close to Penistone and also north from Selly Oak?,"A. Rotherham East
B. Edgbaston
C. Hipperholme and Lightcliffe",C. Hipperholme and Lightcliffe,"random,partial,correct"
Hipperholme and Lightcliffe,distant,Miles Platting and Newton Heath,east,Clatterbridge,"Hipperholme and Lightcliffe is distant Miles Platting and Newton Heath, east Clatterbridge",Which city is distant to Miles Platting and Newton Heath and also east from Clatterbridge?,"A. Hipperholme and Lightcliffe
B. Nechells
C. Offerton Park",A. Hipperholme and Lightcliffe,"correct,random,partial"
