place1,top,place2_Y,dis,place2_Z,triplet,question,options,answer,option_sources
Moreton West and Saughall Massie,borders,Upton,near,Pensby and Thingwall,"Moreton West and Saughall Massie is borders Upton, near Pensby and Thingwall",Which city borders Upton and is also near to Pensby and Thingwall?,"A. Heswall
B. Moreton West and Saughall Massie
C. Pelaw and Heworth",B. Moreton West and Saughall Massie,"partial,correct,random"
Moreton West and Saughall Massie,borders,Upton,close,Netherton and Orrell,"Moreton West and Saughall Massie is borders Upton, close Netherton and Orrell",Which city borders Upton and is also close to Netherton and Orrell?,"A. Cambridge
B. Whickham North
C. Moreton West and Saughall Massie",C. Moreton West and Saughall Massie,"partial,random,correct"
Marple North,within,North West Euro Region,distant,Orgreave South Yorkshire,"Marple North is within North West Euro Region, distant Orgreave South Yorkshire",Which city is within North West Euro Region and also distant to Orgreave South Yorkshire?,"A. Marple North
B. Thatto Heath
C. Middleton Park",A. Marple North,"correct,random,partial"
Marple North,within,North West Euro Region,far,St. Michael's,"Marple North is within North West Euro Region, far St. Michael's",Which city is within North West Euro Region and also far to St. Michael's?,"A. Marple North
B. Springfield
C. Bradford",A. Marple North,"correct,partial,random"
Marple North,borders,Hyde Werneth,near,Stalybridge South,"Marple North is borders Hyde Werneth, near Stalybridge South",Which city borders Hyde Werneth and is also near to Stalybridge South?,"A. Marple North
B. Alexandra
C. Central",A. Marple North,"correct,partial,random"
Marple North,borders,Hyde Werneth,close,Smallbridge and Firgrove,"Marple North is borders Hyde Werneth, close Smallbridge and Firgrove",Which city borders Hyde Werneth and is also close to Smallbridge and Firgrove?,"A. Littleborough Lakeside
B. Marple North
C. Redvales",B. Marple North,"random,correct,partial"
Bowdon,within,North West Euro Region,distant,Bromborough,"Bowdon is within North West Euro Region, distant Bromborough",Which city is within North West Euro Region and also distant to Bromborough?,"A. Kearsley
B. Norton & Askern
C. Bowdon",C. Bowdon,"partial,random,correct"
Bowdon,within,North West Euro Region,far,Hoyland Milton,"Bowdon is within North West Euro Region, far Hoyland Milton",Which city is within North West Euro Region and also far to Hoyland Milton?,"A. Marple North
B. Bowdon
C. Shirley South",B. Bowdon,"partial,correct,random"
Bowdon,borders,Broadheath,near,Village,"Bowdon is borders Broadheath, near Village",Which city borders Broadheath and is also near to Village?,"A. Timperley
B. Brownhills
C. Bowdon",C. Bowdon,"partial,random,correct"
Bowdon,borders,Broadheath,close,Hindley Green,"Bowdon is borders Broadheath, close Hindley Green",Which city borders Broadheath and is also close to Hindley Green?,"A. Tividale
B. Bowdon
C. Eccles",B. Bowdon,"random,correct,partial"
St. James',within,Metropolitan Borough of Oldham,distant,Walkley,"St. James' is within Metropolitan Borough of Oldham, distant Walkley",Which city is within Metropolitan Borough of Oldham and also distant to Walkley?,"A. Page Moss
B. St. James'
C. Roundhay",B. St. James',"random,correct,partial"
St. James',within,Metropolitan Borough of Oldham,far,Tuebrook and Stoneycroft,"St. James' is within Metropolitan Borough of Oldham, far Tuebrook and Stoneycroft",Which city is within Metropolitan Borough of Oldham and also far to Tuebrook and Stoneycroft?,"A. Blaydon
B. Weoley
C. St. James'",C. St. James',"partial,random,correct"
St. James',borders,Waterhead,near,Mossley,"St. James' is borders Waterhead, near Mossley",Which city borders Waterhead and is also near to Mossley?,"A. Tickhill & Wadsworth
B. Ashton Hurst
C. St. James'",C. St. James',"random,partial,correct"
St. James',borders,Waterhead,close,Holme Valley,"St. James' is borders Waterhead, close Holme Valley",Which city borders Waterhead and is also close to Holme Valley?,"A. Blackrod
B. St. James'
C. Stannington",B. St. James',"random,correct,partial"
Finstall,within,Sandwell,distant,Sherbourne Warwickshire,"Finstall is within Sandwell, distant Sherbourne Warwickshire",Which city is within Sandwell and also distant to Sherbourne Warwickshire?,"A. Westhoughton
B. Finstall
C. Tettenhall Wightwick",B. Finstall,"random,correct,partial"
Finstall,within,Sandwell,far,Offerton Park,"Finstall is within Sandwell, far Offerton Park",Which city is within Sandwell and also far to Offerton Park?,"A. Cheylesmore
B. Finstall
C. Woolsington",B. Finstall,"partial,correct,random"
Northfield,within,West Midlands Euro Region,distant,Woodlands,"Northfield is within West Midlands Euro Region, distant Woodlands",Which city is within West Midlands Euro Region and also distant to Woodlands?,"A. Bartley Green
B. Quarry Bank and Dudley Wood
C. Northfield",C. Northfield,"random,partial,correct"
Northfield,within,West Midlands Euro Region,far,Old Swan,"Northfield is within West Midlands Euro Region, far Old Swan",Which city is within West Midlands Euro Region and also far to Old Swan?,"A. Holbrook
B. Wingrove
C. Northfield",C. Northfield,"partial,random,correct"
Northfield,borders,Longbridge,near,Quinton,"Northfield is borders Longbridge, near Quinton",Which city borders Longbridge and is also near to Quinton?,"A. Northfield
B. Cradley Heath and Old Hill
C. Craven",A. Northfield,"correct,partial,random"
Northfield,borders,Longbridge,close,St. Matthew's,"Northfield is borders Longbridge, close St. Matthew's",Which city borders Longbridge and is also close to St. Matthew's?,"A. Northfield
B. West Bromwich Central
C. Brandwood",A. Northfield,"correct,random,partial"
Boldon Colliery,within,North East Euro Region,distant,Winlaton and High Spen,"Boldon Colliery is within North East Euro Region, distant Winlaton and High Spen",Which city is within North East Euro Region and also distant to Winlaton and High Spen?,"A. Monkton
B. Boldon Colliery
C. Windy Nook and Whitehills",B. Boldon Colliery,"partial,correct,random"
Boldon Colliery,within,North East Euro Region,far,Rotherham West,"Boldon Colliery is within North East Euro Region, far Rotherham West",Which city is within North East Euro Region and also far to Rotherham West?,"A. Dunston and Teams
B. Boldon Colliery
C. Bramhall South and Woodford",B. Boldon Colliery,"partial,correct,random"
Boldon Colliery,borders,Cleadon and East Boldon,near,Simonside and Rekendyke,"Boldon Colliery is borders Cleadon and East Boldon, near Simonside and Rekendyke",Which city borders Cleadon and East Boldon and is also near to Simonside and Rekendyke?,"A. Croxteth
B. Boldon Colliery
C. Riverside",B. Boldon Colliery,"random,correct,partial"
Boldon Colliery,borders,Cleadon and East Boldon,close,Cullercoats,"Boldon Colliery is borders Cleadon and East Boldon, close Cullercoats",Which city borders Cleadon and East Boldon and is also close to Cullercoats?,"A. Whitburn and Marsden
B. Boldon Colliery
C. Adel and Wharfedale",B. Boldon Colliery,"partial,correct,random"
Everton,within,North West Euro Region,distant,Golborne and Lowton West,"Everton is within North West Euro Region, distant Golborne and Lowton West",Which city is within North West Euro Region and also distant to Golborne and Lowton West?,"A. Everton
B. Urmston
C. Heatons North",A. Everton,"correct,random,partial"
Everton,within,North West Euro Region,far,Southwick,"Everton is within North West Euro Region, far Southwick",Which city is within North West Euro Region and also far to Southwick?,"A. Northowram and Shelf
B. Everton
C. Metropolitan Borough of Doncaster",B. Everton,"partial,correct,random"
Everton,borders,Tuebrook and Stoneycroft,near,Old Swan,"Everton is borders Tuebrook and Stoneycroft, near Old Swan",Which city borders Tuebrook and Stoneycroft and is also near to Old Swan?,"A. Kings Norton
B. Everton
C. Croxteth",B. Everton,"random,correct,partial"
Everton,borders,Tuebrook and Stoneycroft,close,Swanside,"Everton is borders Tuebrook and Stoneycroft, close Swanside",Which city borders Tuebrook and Stoneycroft and is also close to Swanside?,"A. Bromborough
B. Everton
C. County",B. Everton,"random,correct,partial"
Sutton Vesey,within,Birmingham,distant,Upper Stoke,"Sutton Vesey is within Birmingham, distant Upper Stoke",Which city is within Birmingham and also distant to Upper Stoke?,"A. Sutton Vesey
B. Castleton
C. Ladywood",A. Sutton Vesey,"correct,random,partial"
Sutton Vesey,within,Birmingham,far,Walker,"Sutton Vesey is within Birmingham, far Walker",Which city is within Birmingham and also far to Walker?,"A. Sutton Vesey
B. Blaydon
C. Thatto Heath",A. Sutton Vesey,"correct,random,partial"
Sutton Vesey,borders,Sutton New Hall,near,Washwood Heath,"Sutton Vesey is borders Sutton New Hall, near Washwood Heath",Which city borders Sutton New Hall and is also near to Washwood Heath?,"A. Sutton Vesey
B. Sutton Trinity
C. Miles Platting and Newton Heath",A. Sutton Vesey,"correct,partial,random"
Sutton Vesey,borders,Sutton New Hall,close,Chelmsley Wood,"Sutton Vesey is borders Sutton New Hall, close Chelmsley Wood",Which city borders Sutton New Hall and is also close to Chelmsley Wood?,"A. Sutton Vesey
B. Castle Bromwich
C. Doxford",A. Sutton Vesey,"correct,partial,random"
Morley South,within,Yorkshire and the Humber Euro Region,distant,Wath,"Morley South is within Yorkshire and the Humber Euro Region, distant Wath",Which city is within Yorkshire and the Humber Euro Region and also distant to Wath?,"A. Crompton
B. Hyde Park and Woodhouse
C. Morley South",C. Morley South,"random,partial,correct"
Morley South,within,Yorkshire and the Humber Euro Region,far,Swinton North,"Morley South is within Yorkshire and the Humber Euro Region, far Swinton North",Which city is within Yorkshire and the Humber Euro Region and also far to Swinton North?,"A. Coseley East
B. Collingwood
C. Morley South",C. Morley South,"random,partial,correct"
Morley South,borders,Ardsley and Robin Hood,near,Ossett,"Morley South is borders Ardsley and Robin Hood, near Ossett",Which city borders Ardsley and Robin Hood and is also near to Ossett?,"A. Dewsbury East
B. Morley South
C. Metropolitan Borough of Barnsley",B. Morley South,"partial,correct,random"
Morley South,borders,Ardsley and Robin Hood,close,Worsbrough,"Morley South is borders Ardsley and Robin Hood, close Worsbrough",Which city borders Ardsley and Robin Hood and is also close to Worsbrough?,"A. Stanley and Outwood East
B. Morley South
C. Leigh South",B. Morley South,"partial,correct,random"
Cradley Heath and Old Hill,within,West Midlands Euro Region,distant,Chelmsley Wood,"Cradley Heath and Old Hill is within West Midlands Euro Region, distant Chelmsley Wood",Which city is within West Midlands Euro Region and also distant to Chelmsley Wood?,"A. Billinge and Seneley Green
B. Cradley Heath and Old Hill
C. Lye and Stourbridge North",B. Cradley Heath and Old Hill,"random,correct,partial"
Cradley Heath and Old Hill,within,West Midlands Euro Region,far,Denton North East,"Cradley Heath and Old Hill is within West Midlands Euro Region, far Denton North East",Which city is within West Midlands Euro Region and also far to Denton North East?,"A. Blythe
B. Linacre
C. Cradley Heath and Old Hill",C. Cradley Heath and Old Hill,"partial,random,correct"
Cradley Heath and Old Hill,borders,Rowley,near,St. James's,"Cradley Heath and Old Hill is borders Rowley, near St. James's",Which city borders Rowley and is also near to St. James's?,"A. Cradley Heath and Old Hill
B. Northowram and Shelf
C. Blackheath",A. Cradley Heath and Old Hill,"correct,random,partial"
Cradley Heath and Old Hill,borders,Rowley,close,Streetly,"Cradley Heath and Old Hill is borders Rowley, close Streetly",Which city borders Rowley and is also close to Streetly?,"A. Cradley Heath and Old Hill
B. Leigh South
C. Aston",A. Cradley Heath and Old Hill,"correct,random,partial"
Whiston & Cronton,within,Metropolitan Borough of Knowsley,distant,Mossley,"Whiston & Cronton is within Metropolitan Borough of Knowsley, distant Mossley",Which city is within Metropolitan Borough of Knowsley and also distant to Mossley?,"A. Whiston & Cronton
B. Chapel Allerton
C. Newsome",A. Whiston & Cronton,"correct,partial,random"
Whiston & Cronton,within,Metropolitan Borough of Knowsley,far,Hetton-le-Hole,"Whiston & Cronton is within Metropolitan Borough of Knowsley, far Hetton-le-Hole",Which city is within Metropolitan Borough of Knowsley and also far to Hetton-le-Hole?,"A. Brighouse
B. Claremont
C. Whiston & Cronton",C. Whiston & Cronton,"random,partial,correct"
Whiston & Cronton,borders,St. Gabriels,near,Windle St Helens,"Whiston & Cronton is borders St. Gabriels, near Windle St Helens",Which city borders St. Gabriels and is also near to Windle St Helens?,"A. Billinge and Seneley Green
B. Soho and Victoria
C. Whiston & Cronton",C. Whiston & Cronton,"partial,random,correct"
Whiston & Cronton,borders,St. Gabriels,close,Wigan West,"Whiston & Cronton is borders St. Gabriels, close Wigan West",Which city borders St. Gabriels and is also close to Wigan West?,"A. Bingley
B. Whiston & Cronton
C. Bromley Cross",B. Whiston & Cronton,"random,correct,partial"
Leasowe and Moreton East,within,Metropolitan Borough of Wirral,distant,Rainhill,"Leasowe and Moreton East is within Metropolitan Borough of Wirral, distant Rainhill",Which city is within Metropolitan Borough of Wirral and also distant to Rainhill?,"A. Leasowe and Moreton East
B. Stepping Hill
C. Sheffield",A. Leasowe and Moreton East,"correct,partial,random"
Leasowe and Moreton East,within,Metropolitan Borough of Wirral,far,Smethwick,"Leasowe and Moreton East is within Metropolitan Borough of Wirral, far Smethwick",Which city is within Metropolitan Borough of Wirral and also far to Smethwick?,"A. Leigh East
B. Smethwick
C. Leasowe and Moreton East",C. Leasowe and Moreton East,"partial,random,correct"
Leasowe and Moreton East,borders,Upton,near,Upton,"Leasowe and Moreton East is borders Upton, near Upton",Which city borders Upton and is also near to Upton?,"A. Leasowe and Moreton East
B. Whiston & Cronton
C. Moreton West and Saughall Massie",A. Leasowe and Moreton East,"correct,random,partial"
Leasowe and Moreton East,borders,Upton,close,Roby,"Leasowe and Moreton East is borders Upton, close Roby",Which city borders Upton and is also close to Roby?,"A. Leasowe and Moreton East
B. Northenden
C. Moreton West and Saughall Massie",A. Leasowe and Moreton East,"correct,random,partial"
